,customer_number,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index
3035,103035,753,12,3.1,37.2,98400.0,,2,2,0,0,0.304
3036,103036,672,12,11.0,132.0,84400.0,0.0,2,2,0,0,0.298
3037,103037,727,19,2.4,28.8,74200.0,0.0,1,1,0,0,0.454
3038,103038,634,9,16.9,202.8,16700.0,0.0,1,1,0,0,0.376
3039,103039,715,0,10.2,122.4,69000.0,0.0,1,1,0,0,0.152
3040,103040,708,6,2.2,26.4,50800.0,0.0,3,3,0,0,0.178
3041,103041,695,4,7.9,94.8,23600.0,0.0,2,2,0,0,0.204
3042,103042,693,9,3.1,37.2,47900.0,0.0,3,3,0,0,0.309
3043,103043,664,5,1.0,12.0,31700.0,0.0,3,3,0,0,0.08
3044,103044,755,12,3.3,39.6,162700.0,0.0,0,0,0,0,0.216
3045,103045,787,8,3.0,36.0,113000.0,0.0,1,1,0,0,0.279
3046,103046,745,4,9.3,111.6,53300.0,0.0,2,2,0,0,0.243
3047,103047,652,10,8.0,96.0,72300.0,0.0,3,3,0,0,0.323
3048,103048,729,5,15.1,181.2,40700.0,0.0,1,1,1,0,0.352
3049,103049,775,5,11.5,138.0,178600.0,0.0,1,1,0,0,0.221
3050,103050,723,1,9.0,108.0,62100.0,0.0,1,1,0,0,0.122
3051,103051,674,13,16.0,192.0,133900.0,0.0,1,1,0,0,0.385
3052,103052,803,9,3.7,44.4,210600.0,0.0,2,2,0,0,0.217
3053,103053,719,17,10.4,124.8,65500.0,0.0,0,0,0,0,0.418
3054,103054,712,5,14.3,171.6,66900.0,0.0,3,3,0,0,0.278
3055,103055,713,13,13.6,163.2,105200.0,0.0,3,3,0,0,0.432
3056,103056,716,15,13.1,157.2,82200.0,0.0,4,4,0,0,0.378
3057,103057,808,5,11.6,139.2,147000.0,0.0,1,1,0,0,0.18
3058,103058,747,16,6.8,81.6,224100.0,0.0,2,2,1,0,0.458
3059,103059,788,8,13.5,162.0,182400.0,0.0,5,5,0,0,0.41
3060,103060,636,3,3.0,36.0,65700.0,0.0,2,2,0,0,0.144
3061,103061,684,4,14.6,175.2,117300.0,0.0,2,2,0,0,0.273
3062,103062,662,3,14.2,170.4,72100.0,0.0,0,0,0,0,0.324
3063,103063,747,14,10.3,123.6,73700.0,0.0,2,2,0,0,0.387
3064,103064,705,10,5.0,60.0,94600.0,0.0,1,1,0,0,0.213
3065,103065,638,10,16.2,194.4,35800.0,0.0,0,0,0,0,0.348
3066,103066,807,16,13.4,160.8,47600.0,0.0,2,2,0,0,0.478
3067,103067,667,9,5.6,67.2,69200.0,0.0,4,4,0,0,0.237
3068,103068,708,7,14.0,168.0,30400.0,0.0,0,0,0,0,0.27
3069,103069,666,5,7.0,84.0,57800.0,0.0,1,1,0,0,0.267
3070,103070,785,13,4.5,54.0,115400.0,0.0,2,2,0,0,0.293
3071,103071,748,4,9.7,116.4,101300.0,0.0,2,2,0,0,0.168
3072,103072,780,12,6.0,72.0,99000.0,0.0,4,4,0,0,0.21
3073,103073,726,16,8.4,100.8,39200.0,0.0,1,1,0,1,0.352
3074,103074,688,5,12.1,145.2,90100.0,0.0,2,2,0,0,0.232
3075,103075,728,9,4.2,50.4,20700.0,0.0,2,2,1,0,0.244
3076,103076,657,0,12.2,146.4,63300.0,0.0,3,3,0,0,0.154
3077,103077,677,12,10.6,127.2,99700.0,0.0,4,4,0,0,0.379
3078,103078,708,7,13.6,163.2,96700.0,0.0,3,3,0,0,0.241
3079,103079,742,6,9.8,117.6,102100.0,0.0,2,2,0,0,0.235
3080,103080,728,14,6.4,76.8,18600.0,0.0,2,2,0,0,0.25
3081,103081,776,10,3.5,42.0,101200.0,0.0,4,4,0,0,0.238
3082,103082,800,8,9.7,116.4,130700.0,0.0,0,0,0,0,0.276
3083,103083,693,3,11.8,141.6,293200.0,0.0,3,3,0,0,0.246
3084,103084,769,14,0.8,9.6,143100.0,0.0,3,3,0,0,0.316
3085,103085,666,8,8.6,103.2,71700.0,0.0,1,1,0,0,0.268
3086,103086,700,5,3.0,36.0,81700.0,0.0,2,2,0,0,0.206
3087,103087,690,12,1.5,18.0,70800.0,0.0,3,3,0,0,0.311
3088,103088,715,0,8.0,96.0,22700.0,0.0,2,2,0,0,0.263
3089,103089,694,18,15.7,188.4,59800.0,0.0,0,0,0,0,0.578
3090,103090,745,14,16.2,194.4,66000.0,0.0,1,1,0,0,0.418
3091,103091,745,9,6.9,82.8,42400.0,0.0,1,1,0,0,0.189
3092,103092,625,16,9.5,114.0,115000.0,0.0,1,1,0,0,0.401
3093,103093,683,17,13.8,165.6,47300.0,0.0,1,1,0,0,0.414
3094,103094,768,6,14.9,178.8,183900.0,0.0,3,3,0,0,0.419
3095,103095,680,12,0.8,9.6,80000.0,0.0,2,2,1,0,0.32
3096,103096,724,13,16.9,202.8,149700.0,0.0,1,1,0,0,0.389
3097,103097,697,13,3.2,38.4,72500.0,0.0,1,1,1,0,0.265
3098,103098,770,8,8.3,99.6,35300.0,0.0,6,6,0,0,0.222
3099,103099,634,0,2.9,34.8,45200.0,0.0,2,2,0,0,0.11
3100,103100,717,4,10.8,129.6,117100.0,0.0,1,1,0,0,0.327
3101,103101,755,9,10.7,128.4,24900.0,0.0,3,3,0,0,0.222
3102,103102,729,7,3.0,36.0,29100.0,0.0,0,0,0,0,0.252
3103,103103,672,5,7.0,84.0,57100.0,1.0,0,0,0,0,0.14
3104,103104,695,12,4.0,48.0,55200.0,0.0,1,1,0,0,0.197
3105,103105,704,9,3.9,46.8,86800.0,0.0,3,3,0,0,0.337
3106,103106,665,8,9.9,118.8,56900.0,0.0,2,2,0,0,0.206
3107,103107,704,11,15.4,184.8,42100.0,0.0,2,2,0,0,0.367
3108,103108,722,13,17.0,204.0,80700.0,0.0,3,3,0,0,0.483
3109,103109,745,12,13.1,157.2,56600.0,0.0,3,3,0,0,0.405
3110,103110,710,9,15.0,180.0,74700.0,0.0,3,3,0,0,0.373
3111,103111,666,14,11.0,132.0,61000.0,,2,2,0,0,0.446
3112,103112,713,7,7.0,84.0,34500.0,0.0,1,1,0,0,0.305
3113,103113,741,7,7.0,84.0,35000.0,0.0,2,2,0,0,0.342
3114,103114,675,6,3.6,43.2,87900.0,0.0,1,1,0,0,0.169
3115,103115,793,6,15.7,188.4,255700.0,0.0,1,1,0,0,0.268
3116,103116,713,4,6.6,79.2,72800.0,0.0,2,2,1,0,0.191
3117,103117,689,14,0.1,1.2,48600.0,0.0,4,4,1,0,0.292
3118,103118,719,9,7.7,92.4,136300.0,0.0,1,1,0,0,0.376
3119,103119,778,9,9.5,114.0,144300.0,0.0,0,0,0,0,0.321
3120,103120,738,10,16.8,201.6,131500.0,0.0,1,1,0,0,0.416
3121,103121,734,9,12.9,154.8,80100.0,0.0,1,1,0,0,0.416
3122,103122,662,7,9.3,111.6,134500.0,0.0,1,1,0,0,0.373
3123,103123,764,10,9.2,110.4,157400.0,0.0,0,0,0,0,0.358
3124,103124,662,3,2.0,24.0,25100.0,0.0,3,3,0,0,0.139
3125,103125,627,2,6.7,80.4,14300.0,0.0,2,2,0,0,0.174
3126,103126,720,12,8.3,99.6,65700.0,0.0,0,0,0,0,0.351
3127,103127,663,7,11.9,142.8,19300.0,0.0,1,1,0,0,0.391
3128,103128,731,6,8.8,105.6,131600.0,0.0,1,1,0,0,0.344
3129,103129,663,1,14.4,172.8,27900.0,0.0,2,2,0,0,0.354
3130,103130,709,9,14.4,172.8,90700.0,0.0,1,1,0,0,0.415
3131,103131,683,19,5.0,60.0,54200.0,0.0,1,1,0,0,0.31
3132,103132,674,2,6.0,72.0,59700.0,0.0,2,2,0,0,0.213
3133,103133,721,5,14.9,178.8,152200.0,0.0,3,3,0,0,0.357
3134,103134,745,8,5.1,61.2,104000.0,0.0,0,0,0,0,0.197
3135,103135,682,0,2.0,24.0,202700.0,0.0,2,2,0,0,0.173
3136,103136,693,16,3.5,42.0,88500.0,0.0,1,1,0,0,0.372
3137,103137,707,11,8.5,102.0,23200.0,0.0,3,3,0,0,0.272
3138,103138,759,4,11.6,139.2,118300.0,0.0,1,1,0,0,0.173
3139,103139,700,0,7.0,84.0,58800.0,0.0,1,1,0,0,0.104
3140,103140,708,7,10.0,120.0,48100.0,0.0,1,1,0,0,0.222
3141,103141,692,0,0.4,4.8,19600.0,0.0,4,4,0,0,0.038
3142,103142,737,9,12.5,150.0,176100.0,0.0,2,2,0,0,0.257
3143,103143,735,3,20.0,240.0,41200.0,0.0,2,2,0,0,0.343
3144,103144,767,15,23.3,279.6,35300.0,0.0,3,3,0,0,0.473
3145,103145,672,19,11.8,141.6,41700.0,1.0,1,1,0,0,0.543
3146,103146,691,8,11.0,132.0,51300.0,0.0,0,0,0,0,0.247
3147,103147,648,6,7.0,84.0,17400.0,0.0,0,0,0,0,0.245
3148,103148,786,12,6.3,75.6,121800.0,0.0,1,1,0,0,0.351
3149,103149,752,16,10.9,130.8,57300.0,0.0,1,1,1,0,0.4
3150,103150,700,14,8.6,103.2,57600.0,0.0,2,2,0,0,0.306
3151,103151,752,16,10.9,130.8,500000.0,0.0,1,1,0,0,0.331
3152,103152,725,2,0.9,10.8,63800.0,0.0,1,1,0,0,0.218
3153,103153,766,9,9.7,116.4,229900.0,0.0,0,0,0,0,0.283
3154,103154,771,13,3.9,46.8,71500.0,0.0,0,0,1,0,0.365
3155,103155,696,8,10.9,130.8,84700.0,0.0,2,2,0,0,0.329
3156,103156,777,14,11.6,139.2,351400.0,0.0,1,1,0,0,0.478
3157,103157,712,1,15.5,186.0,72500.0,0.0,1,1,0,0,0.292
3158,103158,714,15,5.4,64.8,41500.0,0.0,1,1,0,0,0.3
3159,103159,656,5,10.0,120.0,38800.0,0.0,1,1,0,0,0.203
3160,103160,672,8,8.8,105.6,73300.0,0.0,4,4,0,0,0.311
3161,103161,734,5,15.6,187.2,42700.0,0.0,1,1,0,1,0.222
3162,103162,646,9,7.9,94.8,32700.0,1.0,1,1,0,0,0.312
3163,103163,747,6,8.0,96.0,127800.0,0.0,1,1,0,0,0.346
3164,103164,750,8,9.3,111.6,91700.0,0.0,0,0,0,0,0.356
3165,103165,722,10,4.7,56.4,68100.0,0.0,1,1,0,0,0.215
3166,103166,638,9,2.2,26.4,28800.0,0.0,2,2,0,0,0.208
3167,103167,676,5,8.5,102.0,133800.0,0.0,2,2,0,0,0.239
3168,103168,688,10,12.1,145.2,78200.0,0.0,3,3,0,0,0.293
3169,103169,650,12,12.0,144.0,80900.0,0.0,1,1,0,0,0.306
3170,103170,736,7,14.6,175.2,96600.0,0.0,0,0,0,0,0.249
3171,103171,725,9,14.1,169.2,282300.0,0.0,1,1,0,0,0.261
3172,103172,732,11,13.2,158.4,53200.0,0.0,1,1,1,0,0.372
3173,103173,657,19,8.7,104.4,32000.0,0.0,2,2,0,0,0.429
3174,103174,696,0,1.4,16.8,60200.0,0.0,1,1,0,0,0.125
3175,103175,696,3,7.6,91.2,162800.0,0.0,2,2,0,0,0.283
3176,103176,680,11,15.9,190.8,77700.0,0.0,1,1,0,0,0.356
3177,103177,610,7,12.9,154.8,52600.0,0.0,0,0,0,0,0.38
3178,103178,780,9,14.7,176.4,62800.0,0.0,3,3,0,0,0.307
3179,103179,653,12,5.0,60.0,33000.0,0.0,1,1,0,0,0.315
3180,103180,681,12,12.1,145.2,48900.0,0.0,1,1,0,0,0.385
3181,103181,740,9,4.6,55.2,64000.0,0.0,1,1,0,0,0.182
3182,103182,720,1,5.6,67.2,144400.0,0.0,2,2,0,0,0.199
3183,103183,717,11,15.9,190.8,19100.0,0.0,1,1,0,0,0.433
3184,103184,751,13,14.1,169.2,131400.0,0.0,2,2,0,0,0.401
3185,103185,707,8,16.0,192.0,80900.0,0.0,2,2,0,0,0.419
3186,103186,692,16,10.6,127.2,103900.0,0.0,1,1,1,0,0.39
3187,103187,678,14,9.8,117.6,34300.0,0.0,1,1,0,0,0.359
3188,103188,717,7,6.5,78.0,103200.0,0.0,1,1,0,0,0.343
3189,103189,745,11,16.9,202.8,64400.0,0.0,3,3,0,0,0.364
3190,103190,677,5,6.3,75.6,26000.0,0.0,0,0,0,0,0.24
3191,103191,630,13,10.0,120.0,67000.0,0.0,0,0,0,0,0.419
3192,103192,642,6,20.6,247.2,19600.0,0.0,2,2,0,0,0.344
3193,103193,690,13,17.9,214.8,69800.0,0.0,2,2,0,0,0.393
3194,103194,728,14,7.1,85.2,89200.0,0.0,0,0,0,0,0.287
3195,103195,725,12,1.0,12.0,32300.0,0.0,0,0,0,0,0.319
3196,103196,718,3,14.0,168.0,116900.0,0.0,2,2,0,0,0.33
3197,103197,739,4,7.0,84.0,64000.0,0.0,3,3,0,0,0.125
3198,103198,762,13,18.1,217.2,146400.0,0.0,1,1,0,0,0.35
3199,103199,727,11,11.5,138.0,267700.0,0.0,1,1,0,0,0.271
3200,103200,698,8,9.0,108.0,124500.0,0.0,0,0,0,0,0.198
3201,103201,649,7,2.4,28.8,49600.0,0.0,3,3,0,1,0.281
3202,103202,744,6,12.1,145.2,140500.0,0.0,2,2,0,0,0.273
3203,103203,715,9,13.5,162.0,140200.0,0.0,1,1,0,0,0.395
3204,103204,826,18,17.4,208.8,100700.0,0.0,0,0,0,0,0.457
3205,103205,724,6,12.2,146.4,159700.0,0.0,2,2,0,0,0.3
3206,103206,671,10,12.7,152.4,91800.0,0.0,0,0,0,0,0.324
3207,103207,676,8,8.0,96.0,20400.0,0.0,0,0,0,0,0.377
3208,103208,705,8,12.0,144.0,29900.0,0.0,1,1,1,0,0.337
3209,103209,687,6,12.0,144.0,18500.0,0.0,2,2,0,0,0.254
3210,103210,664,9,8.0,96.0,77100.0,0.0,2,2,0,0,0.28
3211,103211,819,16,16.8,201.6,303500.0,0.0,1,1,0,0,0.439
3212,103212,686,7,7.9,94.8,48500.0,0.0,1,1,0,0,0.169
3213,103213,744,22,21.0,252.0,41400.0,0.0,3,3,0,0,0.516
3214,103214,664,10,7.4,88.8,50400.0,0.0,2,2,1,0,0.213
3215,103215,678,6,9.2,110.4,24200.0,0.0,0,0,0,0,0.18
3216,103216,650,8,5.0,60.0,46100.0,0.0,2,2,0,0,0.302
3217,103217,671,1,10.0,120.0,46400.0,0.0,2,2,1,0,0.138
3218,103218,638,4,2.0,24.0,111200.0,0.0,1,1,0,0,0.122
3219,103219,744,4,11.4,136.8,94400.0,0.0,1,1,0,0,0.336
3220,103220,768,2,9.9,118.8,108800.0,0.0,0,0,0,0,0.249
3221,103221,685,5,14.7,176.4,102400.0,0.0,2,2,0,0,0.302
3222,103222,812,14,19.1,229.2,75900.0,0.0,0,0,0,0,0.368
3223,103223,679,14,9.0,108.0,98100.0,0.0,1,1,1,0,0.408
3224,103224,669,16,4.3,51.6,141300.0,0.0,1,1,0,1,0.307
3225,103225,780,15,14.4,172.8,46700.0,0.0,1,1,0,0,0.474
3226,103226,689,11,12.7,152.4,39600.0,0.0,4,4,0,0,0.311
3227,103227,648,7,10.0,120.0,133300.0,0.0,3,3,0,0,0.356
3228,103228,661,10,9.0,108.0,54600.0,0.0,3,3,0,0,0.233
3229,103229,692,9,3.0,36.0,88700.0,0.0,1,1,0,0,0.146
3230,103230,669,10,20.1,241.2,25000.0,0.0,4,4,0,0,0.504
3231,103231,702,2,8.8,105.6,39700.0,0.0,2,2,0,0,0.143
3232,103232,710,1,12.9,154.8,32800.0,0.0,5,5,1,0,0.269
3233,103233,786,16,11.8,141.6,58000.0,0.0,0,0,0,0,0.435
3234,103234,775,9,13.7,164.4,125800.0,0.0,3,3,0,0,0.44
3235,103235,683,11,16.9,202.8,19000.0,0.0,0,0,0,0,0.471
3236,103236,728,12,15.0,180.0,124400.0,0.0,1,1,0,1,0.32
3237,103237,790,6,14.9,178.8,166600.0,0.0,1,1,0,0,0.413
3238,103238,724,16,15.1,181.2,70300.0,0.0,0,0,0,0,0.376
3239,103239,680,11,5.0,60.0,97100.0,0.0,1,1,0,0,0.376
3240,103240,736,10,9.9,118.8,49600.0,0.0,2,2,0,0,0.309
3241,103241,659,6,2.4,28.8,41000.0,0.0,4,4,0,0,0.139
3242,103242,749,4,3.6,43.2,40900.0,0.0,3,3,0,0,0.147
3243,103243,709,2,7.6,91.2,52000.0,0.0,0,0,0,0,0.2
3244,103244,656,12,1.8,21.6,56800.0,0.0,0,0,0,0,0.234
3245,103245,823,8,16.9,202.8,107900.0,0.0,2,2,0,0,0.436
3246,103246,647,0,2.0,24.0,54000.0,0.0,4,4,0,0,0.078
3247,103247,701,8,9.5,114.0,143800.0,0.0,1,1,0,0,0.288
3248,103248,639,6,3.0,36.0,63700.0,0.0,0,0,0,0,0.284
3249,103249,740,7,16.2,194.4,53000.0,0.0,1,1,0,0,0.29
3250,103250,658,0,4.0,48.0,68400.0,0.0,2,2,0,0,0.153
3251,103251,826,8,17.0,204.0,123100.0,0.0,2,2,0,0,0.309
3252,103252,741,12,12.4,148.8,55400.0,0.0,1,1,0,0,0.351
3253,103253,698,5,1.0,12.0,89900.0,0.0,1,1,0,0,0.251
3254,103254,787,1,13.0,156.0,84200.0,,2,2,0,0,0.201
3255,103255,681,10,7.6,91.2,41800.0,0.0,0,0,0,0,0.358
3256,103256,743,3,10.0,120.0,87500.0,0.0,2,2,0,0,0.2
3257,103257,787,10,10.8,129.6,133300.0,0.0,2,2,0,0,0.277
3258,103258,739,14,14.6,175.2,116100.0,0.0,0,0,0,0,0.418
3259,103259,702,6,4.0,48.0,75600.0,0.0,3,3,0,0,0.274
3260,103260,730,12,2.8,33.6,143100.0,0.0,2,2,0,0,0.36
3261,103261,776,5,9.9,118.8,262500.0,0.0,3,3,0,0,0.193
3262,103262,669,15,8.8,105.6,77900.0,0.0,0,0,0,0,0.364
3263,103263,727,7,16.1,193.2,73500.0,0.0,0,0,0,0,0.442
3264,103264,694,8,14.0,168.0,49000.0,0.0,1,1,0,0,0.322
3265,103265,748,11,15.6,187.2,94400.0,0.0,0,0,0,1,0.464
3266,103266,693,13,6.0,72.0,211900.0,0.0,3,3,0,0,0.374
3267,103267,622,11,13.2,158.4,25400.0,0.0,0,0,0,0,0.33
3268,103268,697,10,15.1,181.2,80800.0,0.0,2,2,0,0,0.378
3269,103269,738,7,14.8,177.6,43100.0,0.0,1,1,0,0,0.333
3270,103270,675,6,2.2,26.4,59800.0,0.0,1,1,0,0,0.156
3271,103271,716,13,12.1,145.2,96400.0,0.0,0,0,0,0,0.437
3272,103272,826,11,18.3,219.6,131500.0,0.0,0,0,0,0,0.328
3273,103273,718,19,2.7,32.4,121000.0,0.0,2,2,1,0,0.325
3274,103274,699,3,10.0,120.0,88500.0,0.0,3,3,0,0,0.18
3275,103275,720,11,14.6,175.2,21200.0,0.0,4,4,0,0,0.408
3276,103276,631,15,16.2,194.4,22400.0,0.0,1,1,0,0,0.528
3277,103277,650,8,8.0,96.0,15400.0,0.0,1,1,1,0,0.284
3278,103278,666,14,0.5,6.0,54400.0,0.0,3,3,0,0,0.258
3279,103279,780,17,20.0,240.0,35300.0,0.0,3,3,0,0,0.435
3280,103280,809,15,1.6,19.2,159800.0,0.0,3,3,0,0,0.246
3281,103281,741,9,9.1,109.2,106100.0,0.0,2,2,0,0,0.385
3282,103282,764,13,16.5,198.0,178600.0,0.0,3,3,0,0,0.493
3283,103283,749,12,7.5,90.0,208400.0,0.0,2,2,0,0,0.368
3284,103284,768,2,26.0,312.0,135200.0,0.0,4,4,0,0,0.452
3285,103285,757,7,8.0,96.0,158200.0,0.0,0,0,0,0,0.317
3286,103286,755,11,10.5,126.0,23700.0,0.0,1,1,0,0,0.436
3287,103287,711,10,16.9,202.8,111000.0,0.0,2,2,0,0,0.463
3288,103288,723,7,7.1,85.2,58100.0,0.0,0,0,0,1,0.35
3289,103289,705,12,13.4,160.8,67400.0,0.0,1,1,0,0,0.442
3290,103290,626,4,6.0,72.0,28200.0,0.0,0,0,1,0,0.121
3291,103291,680,11,4.3,51.6,60400.0,0.0,2,2,1,0,0.189
3292,103292,654,8,13.4,160.8,81000.0,0.0,0,0,1,0,0.374
3293,103293,779,11,15.7,188.4,302200.0,0.0,1,1,0,0,0.342
3294,103294,711,7,5.0,60.0,79900.0,0.0,0,0,0,0,0.198
3295,103295,784,15,7.7,92.4,85200.0,0.0,2,2,0,0,0.302
3296,103296,831,19,9.8,117.6,147400.0,0.0,0,0,0,0,0.401
3297,103297,643,14,16.0,192.0,66300.0,0.0,1,1,0,0,0.43
3298,103298,746,26,0.4,4.8,52000.0,0.0,2,2,0,0,0.483
3299,103299,744,7,10.5,126.0,32600.0,0.0,2,2,0,0,0.355
3300,103300,689,18,10.1,121.2,26800.0,0.0,4,4,0,0,0.42
3301,103301,794,5,13.4,160.8,500000.0,0.0,3,3,0,0,0.346
3302,103302,687,7,2.7,32.4,61900.0,0.0,3,3,0,0,0.274
3303,103303,725,12,11.0,132.0,88500.0,0.0,0,0,0,0,0.397
3304,103304,796,11,10.1,121.2,244300.0,0.0,1,1,0,0,0.253
3305,103305,731,11,11.2,134.4,56600.0,0.0,1,1,0,0,0.392
3306,103306,735,5,9.5,114.0,219300.0,0.0,3,3,0,0,0.166
3307,103307,690,9,10.3,123.6,103400.0,0.0,1,1,0,0,0.323
3308,103308,752,7,7.0,84.0,196400.0,0.0,2,2,0,0,0.199
3309,103309,691,5,5.0,60.0,28800.0,0.0,2,2,0,0,0.203
3310,103310,650,10,2.0,24.0,56500.0,0.0,1,1,0,0,0.334
3311,103311,760,8,9.0,108.0,96900.0,0.0,0,0,0,0,0.364
3312,103312,656,3,6.0,72.0,54000.0,0.0,1,1,0,0,0.181
3313,103313,751,13,11.8,141.6,43900.0,0.0,3,3,0,0,0.289
3314,103314,683,6,13.0,156.0,37300.0,0.0,3,3,0,0,0.208
3315,103315,750,5,7.0,84.0,180700.0,0.0,1,1,0,0,0.16
3316,103316,680,8,5.0,60.0,57500.0,0.0,1,1,0,0,0.338
3317,103317,633,18,9.0,108.0,48600.0,0.0,2,2,0,0,0.412
3318,103318,647,3,3.0,36.0,49900.0,0.0,1,1,0,0,0.087
3319,103319,723,5,12.9,154.8,89200.0,0.0,2,2,0,0,0.333
3320,103320,690,9,5.0,60.0,38100.0,0.0,1,1,0,0,0.361
3321,103321,685,11,1.8,21.6,115200.0,0.0,0,0,0,0,0.17
3322,103322,775,3,8.0,96.0,117800.0,0.0,2,2,0,0,0.163
3323,103323,686,9,11.9,142.8,158800.0,0.0,0,0,0,1,0.362
3324,103324,701,8,5.6,67.2,62200.0,0.0,2,2,1,0,0.248
3325,103325,738,7,8.8,105.6,286200.0,0.0,1,1,0,0,0.208
3326,103326,638,15,20.5,246.0,52300.0,0.0,2,2,0,0,0.539
3327,103327,671,12,7.9,94.8,31100.0,0.0,1,1,0,0,0.301
3328,103328,701,4,13.9,166.8,52200.0,0.0,3,3,0,0,0.223
3329,103329,707,17,14.6,175.2,178100.0,0.0,2,2,0,0,0.449
3330,103330,759,17,19.2,230.4,35900.0,0.0,2,2,0,0,0.566
3331,103331,734,10,6.6,79.2,167000.0,0.0,2,2,1,0,0.321
3332,103332,712,1,5.8,69.6,55700.0,0.0,1,1,0,0,0.218
3333,103333,714,5,6.5,78.0,45800.0,0.0,0,0,0,0,0.319
3334,103334,738,7,13.6,163.2,77600.0,0.0,3,3,0,0,0.244
3335,103335,742,9,0.4,4.8,45200.0,0.0,1,1,0,0,0.287
3336,103336,781,4,8.0,96.0,311600.0,0.0,1,1,0,0,0.258
3337,103337,799,9,16.1,193.2,82100.0,0.0,1,1,0,0,0.439
3338,103338,711,7,9.5,114.0,53300.0,0.0,3,3,0,0,0.289
3339,103339,644,7,3.2,38.4,36400.0,0.0,1,1,1,0,0.14
3340,103340,620,3,7.0,84.0,30300.0,0.0,2,2,0,0,0.234
3341,103341,771,2,13.5,162.0,144200.0,0.0,1,1,0,0,0.223
3342,103342,730,8,2.2,26.4,68200.0,0.0,3,3,1,0,0.319
3343,103343,705,12,8.3,99.6,55500.0,0.0,1,1,0,0,0.357
3344,103344,689,18,19.0,228.0,79600.0,0.0,0,0,0,0,0.554
3345,103345,745,5,5.1,61.2,55400.0,0.0,2,2,0,0,0.305
3346,103346,699,6,8.0,96.0,35100.0,0.0,1,1,0,0,0.219
3347,103347,686,9,15.8,189.6,49800.0,0.0,2,2,0,0,0.434
3348,103348,615,5,9.4,112.8,46500.0,0.0,2,2,0,0,0.215
3349,103349,641,13,4.0,48.0,60400.0,0.0,3,3,0,1,0.374
3350,103350,619,16,7.0,84.0,42800.0,0.0,1,1,0,0,0.387
3351,103351,775,11,2.3,27.6,148100.0,0.0,0,0,0,0,0.182
3352,103352,731,12,6.2,74.4,94000.0,0.0,0,0,0,0,0.282
3353,103353,693,10,12.0,144.0,104100.0,0.0,2,2,0,0,0.441
3354,103354,660,7,9.0,108.0,112700.0,0.0,0,0,0,0,0.334
3355,103355,712,0,2.0,24.0,15000.0,0.0,5,5,0,0,0.122
3356,103356,643,9,3.0,36.0,115500.0,0.0,1,1,0,0,0.178
3357,103357,700,10,3.0,36.0,74500.0,0.0,1,1,0,0,0.226
3358,103358,636,12,8.4,100.8,43600.0,0.0,0,0,0,0,0.236
3359,103359,769,16,6.0,72.0,211900.0,0.0,2,2,0,0,0.431
3360,103360,762,20,5.4,64.8,43600.0,0.0,2,2,0,0,0.489
3361,103361,722,10,8.8,105.6,183600.0,0.0,1,1,0,0,0.226
3362,103362,624,11,3.0,36.0,47000.0,0.0,0,0,0,0,0.18
3363,103363,715,7,3.4,40.8,52500.0,0.0,1,1,0,0,0.267
3364,103364,715,16,16.6,199.2,17400.0,0.0,2,2,0,0,0.449
3365,103365,653,8,1.0,12.0,39100.0,0.0,3,3,0,0,0.164
3366,103366,747,7,7.6,91.2,103700.0,0.0,2,2,0,0,0.335
3367,103367,695,6,18.7,224.4,66500.0,0.0,1,1,0,0,0.326
3368,103368,773,12,10.7,128.4,81000.0,0.0,3,3,1,0,0.323
3369,103369,696,9,4.1,49.2,50800.0,0.0,0,0,1,0,0.35
3370,103370,660,9,7.4,88.8,23200.0,0.0,0,0,0,0,0.19
3371,103371,693,16,12.6,151.2,76300.0,0.0,1,1,0,0,0.433
3372,103372,768,6,8.7,104.4,182200.0,0.0,3,3,0,0,0.165
3373,103373,731,12,6.5,78.0,82300.0,0.0,0,0,0,0,0.415
3374,103374,667,2,4.0,48.0,48600.0,0.0,3,3,0,0,0.134
3375,103375,656,3,7.9,94.8,71700.0,0.0,1,1,0,0,0.172
3376,103376,764,13,5.8,69.6,70300.0,0.0,1,1,0,0,0.273
3377,103377,642,12,8.9,106.8,61300.0,0.0,1,1,0,0,0.436
3378,103378,752,2,0.9,10.8,118200.0,0.0,2,2,0,0,0.198
3379,103379,710,3,0.3,3.6,54600.0,0.0,0,0,0,0,0.225
3380,103380,651,3,5.0,60.0,21100.0,0.0,3,3,0,0,0.223
3381,103381,703,15,6.3,75.6,36800.0,0.0,2,2,0,0,0.42
3382,103382,708,9,10.3,123.6,110800.0,0.0,2,2,0,0,0.328
3383,103383,791,10,19.0,228.0,20100.0,0.0,1,1,0,0,0.334
3384,103384,715,12,8.1,97.2,135600.0,0.0,2,2,0,0,0.419
3385,103385,705,10,4.1,49.2,40900.0,0.0,2,2,0,0,0.333
3386,103386,764,12,12.9,154.8,143900.0,0.0,2,2,0,0,0.429
3387,103387,746,3,4.9,58.8,21300.0,0.0,2,2,0,0,0.217
3388,103388,669,9,19.8,237.6,59500.0,0.0,0,0,0,0,0.322
3389,103389,763,13,17.1,205.2,172100.0,0.0,0,0,0,0,0.448
3390,103390,681,11,9.0,108.0,48400.0,0.0,4,4,0,0,0.371
