cust_num,monthly_income,existing_monthly_debt,monthly_payment,debt_to_income_ratio,debt_service_ratio,payment_to_income_ratio,credit_utilization,revolving_balance,credit_usage_amount,available_credit,total_monthly_debt_payment,annual_debt_payment,loan_to_annual_income,total_debt_amount,monthly_free_cash_flow
100860,2817.0,345.75,205.41,0.196,0.195678106508875,0.073,0.547,34296.9,34296.9,28403.1,551.16,6613.92,0.233727810650887,42196.9,2265.51
100861,3408.33,421.66,423.04,0.248,0.247833740831295,0.124,0.39,41730.0,41730.0,65270.0,844.7,10136.4,0.310513447432762,54430.0,2563.633333333333
100862,1666.67,147.64,1733.23,1.129,1.128521999999999,1.04,0.197,5614.5,5614.5,22885.5,1880.87,22570.44,14.06,286814.5,-214.20333333333315
100863,3491.67,630.54,273.0,0.259,0.258770405727923,0.078,0.397,19095.7,19095.7,29004.3,903.54,10842.48,0.217183770883054,28195.7,2588.1266666666666
100864,3408.33,657.7,363.0,0.299,0.299471882640586,0.107,0.356,35671.2,35671.2,64528.8,1020.7,12248.4,0.295843520782396,47771.2,2387.63
100865,4883.33,846.95,86.86,0.191,0.191223890784982,0.018,0.494,57254.6,57254.6,58645.4,933.8100000000001,11205.72,0.071672354948805,61454.6,3949.52
100866,3491.67,916.8,1120.64,0.584,0.583515035799522,0.321,0.673,34592.2,34592.2,16807.8,2037.44,24449.28,4.909307875894988,240292.2,1454.23
100867,2758.0,879.55,2431.29,1.2,1.200304531722054,0.881,0.29,7424.0,7424.0,18176.0,3310.84,39730.08,11.23262839879154,379224.0,-552.51
100868,4742.0,1176.85,1150.52,0.491,0.49083374340949,0.243,0.255,37536.0,37536.0,109664.0,2327.37,27928.44,3.871704745166959,257836.0,2414.3
100869,3508.33,908.69,840.98,0.499,0.498718289786223,0.24,0.372,12982.8,12982.8,21917.2,1749.67,20996.04,0.7458432304038001,44382.8,1758.6633333333334
100870,4900.0,999.69,1488.67,0.508,0.5078285714285711,0.304,0.5630000000000001,,65082.8,50517.2,2488.36,29860.32,4.605442176870748,335882.8,2411.64
100871,13725.0,5005.49,150.0,0.376,0.375627686703096,0.011,0.512,216371.2,216371.2,206228.8,5155.49,61865.88,0.030358227079538,221371.2,8569.51
100872,4850.0,1925.47,1210.07,0.647,0.646503092783505,0.249,0.107,17130.7,17130.7,142969.3,3135.54,37626.48,2.597938144329897,168330.7,1714.46
100873,9200.0,1563.89,1011.29,0.28,0.279910869565217,0.11,0.409,30920.4,30920.4,44679.6,2575.18,30902.160000000003,0.196557971014492,52620.4,6624.82
100874,1666.67,107.1,565.42,0.404,0.403512,0.339,0.252,,8719.2,25880.8,672.52,8070.24,1.215,33019.2,994.15
100875,2083.33,185.66,256.6,0.212,0.212284799999999,0.123,0.464,28350.4,28350.4,32749.6,442.26,5307.12,0.308,36050.4,1641.07
100876,3441.67,564.76,957.5,0.442,0.442303147699757,0.278,0.168,6333.6,6333.6,31366.4,1522.26,18267.12,0.48910411622276,26533.6,1919.4066666666665
100877,6966.67,2582.45,2948.83,0.794,0.7939636363636361,0.423,0.648,109252.8,109252.8,59347.2,5531.28,66375.36,4.283492822966507,467352.8,1435.39
100878,2608.33,590.75,624.17,0.466,0.465784025559105,0.239,0.733,30566.1,30566.1,11133.900000000001,1214.92,14579.04,0.888178913738019,58366.1,1393.4133333333334
100879,3108.33,381.99,910.13,0.416,0.415695442359249,0.293,0.464,25566.4,25566.4,29533.6,1292.12,15505.44,0.723860589812332,52566.4,1816.21
100880,4650.0,1513.27,147.0,0.357,0.357047311827956,0.032,0.649,48545.2,48545.2,26254.8,1660.27,19923.24,0.087813620071684,53445.2,2989.73
100881,3208.0,251.44,103.1,0.111,0.110505974025974,0.032,0.591,49584.9,49584.9,34315.1,354.53999999999996,4254.48,0.106493506493506,53684.9,2853.79
100882,2133.0,470.5,854.71,0.621,0.621192187499999,0.401,0.112,6025.6,6025.6,47774.4,1325.21,15902.52,1.0078125,31825.6,808.12
100883,4025.0,846.01,1607.26,0.61,0.609508074534161,0.399,0.191,15662.0,15662.0,66338.0,2453.27,29439.24,5.037267080745342,258962.0,1571.73
100884,2041.67,581.81,237.51,0.401,0.401299591836734,0.116,0.485,32980.0,32980.0,35020.0,819.32,9831.84,0.297959183673469,40280.0,1222.3466666666668
100885,6883.33,2059.53,282.0,0.34,0.340173849878934,0.041,0.74,94942.0,94942.0,33358.0,2341.53,28098.36,0.113801452784503,104342.0,4541.803333333333
100886,3350.0,483.11,1491.61,0.589,0.589468656716417,0.445,0.6960000000000001,17956.8,17956.8,7843.2,1974.72,23696.64,5.577114427860696,242156.8,1375.28
100887,2808.33,307.89,302.9,0.217,0.217491988130563,0.108,0.362,16109.0,16109.0,28391.0,610.79,7329.48,0.270029673590504,25209.0,2197.54
100888,1666.67,119.86,692.87,0.488,0.4876379999999999,0.416,0.263,3445.3,3445.3,9654.7,812.73,9752.76,5.43,112045.3,853.94
100889,5541.67,1124.5,2082.59,0.579,0.578723007518797,0.376,0.527,47008.4,47008.4,42191.6,3207.09,38485.08,4.793984962406015,365808.4,2334.576666666667
100890,1666.67,101.3,1161.5,0.758,0.757679999999999,0.6970000000000001,0.715,32961.5,32961.5,13138.5,1262.8,15153.6,10.66,246161.5,403.87
100891,3058.33,671.7,1981.85,0.868,0.8676457765667571,0.648,0.19,9196.0,9196.0,39204.0,2653.55,31842.6,8.283378746594005,313196.0,404.7833333333333
100892,7700.0,2308.13,481.05,0.362,0.362231168831168,0.062,0.5750000000000001,119542.5,119542.5,88357.5,2789.1800000000003,33470.16,0.952380952380952,207542.5,4910.82
100893,4758.33,951.83,1188.34,0.45,0.449773029772329,0.25,0.391,19510.9,19510.9,30389.1,2140.17,25682.04,3.008756567425569,191310.9,2618.16
100894,2000.0,705.34,269.32,0.487,0.48733,0.135,0.379,6746.2,6746.2,11053.8,974.66,11695.920000000002,0.429166666666666,17046.2,1025.34
100895,1858.0,645.76,836.82,0.798,0.7978008968609861,0.45,0.743,31949.0,31949.0,11051.0,1482.58,17790.96,0.789237668161434,49549.0,375.75333333333333
100896,4191.67,271.49,1499.16,0.422,0.422421471172962,0.358,0.284,46292.0,46292.0,116708.0,1770.65,21247.800000000003,0.337972166998011,63292.0,2421.016666666667
100897,2350.0,219.22,475.63,0.296,0.295680851063829,0.202,0.628,25748.0,25748.0,15252.0,694.85,8338.2,0.5,39848.0,1655.15
100898,2908.33,323.9,1223.71,0.532,0.532129512893982,0.421,0.521,18443.4,18443.4,16956.6,1547.61,18571.32,7.406876790830945,276943.4,1360.72
100899,6175.0,2104.51,579.0,0.435,0.434576518218623,0.094,0.52,125320.0,125320.0,115680.0,2683.51,32202.120000000003,0.260458839406207,144620.0,3491.49
100900,1667.0,148.32,2292.61,1.465,1.464558,1.376,0.42,13482.0,13482.0,18618.0,2440.93,29291.160000000003,18.5,383482.0,-774.2633333333335
100901,3733.0,335.48,402.46,0.198,0.1976625,0.108,0.656,74062.4,74062.4,38837.6,737.94,8855.28,0.279017857142857,86562.4,2995.39
100902,5141.67,1699.48,638.27,0.455,0.454667747163695,0.124,0.583,75265.3,75265.3,53834.7,2337.75,28053.0,0.312803889789303,94565.3,2803.92
100903,4683.33,1574.95,2746.41,0.923,0.922710320284697,0.586,0.489,63129.9,63129.9,65970.1,4321.36,51856.31999999999,6.0355871886121,402329.9,361.97
100904,3167.0,315.18,492.0,0.255,0.254898947368421,0.155,0.399,21426.3,21426.3,32273.7,807.18,9686.16,0.431578947368421,37826.3,2359.49
100905,3525.0,464.14,531.88,0.283,0.282558865248226,0.151,0.289,9508.1,9508.1,23391.9,996.02,11952.24,0.475177304964539,29608.1,2528.98
100906,4550.0,1260.16,903.52,0.476,0.475534065934066,0.199,0.602,,32207.0,21293.0,2163.68,25964.160000000003,0.188644688644688,42507.0,2386.32
100907,2200.0,790.67,586.78,0.626,0.626113636363636,0.267,0.6970000000000001,39310.8,39310.8,17089.2,1377.4499999999998,16529.399999999998,1.034090909090909,66610.8,822.55
100908,1666.67,549.1,1465.29,1.209,1.208633999999999,0.879,0.505,15251.0,15251.0,14949.0,2014.3899999999999,24172.68,10.54,226051.0,-347.72333333333313
100909,2433.33,374.18,470.36,0.347,0.347071232876712,0.193,0.336,26308.8,26308.8,51991.2,844.54,10134.48,0.6198630136986301,44408.8,1588.79
100910,2566.67,344.09,3935.53,1.667,1.667384415584415,1.533,0.51,27030.0,27030.0,25970.0,4279.62,51355.44,14.724025974025974,480530.0,-1712.95
100911,5091.67,1806.91,1416.31,0.633,0.63303829787234,0.278,0.268,32883.6,32883.6,89816.4,3223.22,38678.64,3.129296235679214,224083.6,1868.45
100912,1666.67,578.69,885.37,0.878,0.8784359999999991,0.531,0.435,9526.5,9526.5,12373.5,1464.06,17568.72,0.95,28526.5,202.61
100913,4583.33,1501.39,2292.45,0.8280000000000001,0.8277469090909091,0.5,0.726,78625.8,78625.8,29674.2,3793.84,45526.08,6.452727272727273,433525.8,789.49
100914,1667.0,354.02,2796.64,1.89,1.890395999999999,1.678,0.525,9187.5,9187.5,8312.5,3150.66,37807.92,21.515,439487.5,-1483.99
100915,2933.0,659.78,1458.46,0.722,0.7221272727272721,0.497,0.35,12390.0,12390.0,23010.0,2118.24,25418.88,6.278409090909091,233390.0,815.09
100916,1775.0,589.34,590.92,0.665,0.664935211267605,0.333,0.422,20171.6,20171.6,27628.4,1180.26,14163.12,1.037558685446009,42271.6,594.74
100917,8208.33,3066.85,1854.71,0.6000000000000001,0.5995809137055831,0.226,0.325,104422.5,104422.5,216877.5,4921.56,59058.72,3.364467005076142,435822.5,3286.7733333333344
100918,1666.67,324.48,570.34,0.537,0.5368919999999999,0.342,0.371,8421.7,8421.7,14278.3,894.82,10737.84,0.85,25421.7,771.85
100919,2216.67,744.48,3341.93,1.843,1.843493233082706,1.508,0.472,6891.2,6891.2,7708.8,4086.41,49036.92,13.962406015037594,378291.2,-1869.74
100920,4925.0,1038.04,583.88,0.329,0.32932385786802,0.119,0.445,59407.5,59407.5,74092.5,1621.92,19463.04,1.653130287648054,157107.5,3303.08
100921,3450.0,902.78,1023.24,0.558,0.558266666666666,0.297,0.663,22740.9,22740.9,11559.1,1926.02,23112.24,3.714975845410628,176540.9,1523.98
100922,4566.67,306.03,718.64,0.224,0.224380291970802,0.157,0.558,83421.0,83421.0,66079.0,1024.67,12296.04,0.277372262773722,98621.0,3542.0
100923,2608.33,515.26,206.12,0.277,0.276567412140575,0.079,0.393,27156.3,27156.3,41943.7,721.38,8656.56,0.194888178913738,33256.3,1886.9533333333334
100924,3883.0,1190.56,475.23,0.429,0.428958798283261,0.122,0.221,10409.1,10409.1,36690.9,1665.79,19989.48,1.46137339055794,78509.1,2217.54
100925,5092.0,507.15,1335.82,0.362,0.361958101472995,0.262,0.184,22024.8,22024.8,97675.2,1842.97,22115.64,4.289689034369886,284124.8,3248.696666666667
100926,6433.0,1938.52,269.0,0.343,0.343137823834196,0.042,0.222,49883.4,49883.4,174816.6,2207.52,26490.24,0.10621761658031,58083.4,4225.81
100927,1716.67,546.07,259.03,0.469,0.468990291262135,0.151,0.491,17577.8,17577.8,18222.2,805.1,9661.2,0.266990291262135,23077.8,911.57
100928,3233.0,229.86,302.35,0.165,0.164601030927835,0.094,0.39,17940.0,17940.0,28060.0,532.21,6386.52,0.298969072164948,29540.0,2701.12
100929,10008.0,816.94,303.0,0.112,0.11190074937552,0.03,0.053,16679.1,16679.1,298020.9,1119.94,13439.28,0.084096586178184,26779.1,8888.39
100930,7558.0,2444.63,274.73,0.36,0.35978302094818,0.036,0.585,41418.0,41418.0,29382.0,2719.36,32632.32,0.117971334068357,52118.0,4838.97
100931,2258.0,236.9,3006.84,1.436,1.436342435424354,1.331,0.662,38859.4,38859.4,19840.6,3243.74,38924.880000000005,14.18081180811808,423159.4,-985.41
100932,2850.0,386.16,1344.14,0.607,0.6071228070175441,0.472,0.626,39938.8,39938.8,23861.199999999997,1730.3,20763.6,4.2631578947368425,185738.8,1119.6999999999998
100933,5800.0,512.0,918.14,0.247,0.246575862068965,0.158,0.757,156396.2,156396.2,50203.8,1430.14,17161.68,2.117816091954023,303796.2,4369.86
100934,3333.33,885.3,57.0,0.283,0.28269,0.017,0.463,16343.9,16343.9,18956.1,942.3,11307.6,0.0475,18243.9,2391.03
100935,4208.33,553.78,4409.8,1.179,1.179464554455445,1.048,0.459,22032.0,22032.0,25968.0,4963.58,59562.96,9.98019801980198,526032.0,-755.2466666666669
100936,2375.0,923.18,336.0,0.53,0.530181052631578,0.141,0.509,44384.8,44384.8,42815.2,1259.18,15110.159999999998,0.39298245614035,55584.8,1115.82
100937,1667.0,626.67,37.3,0.398,0.398381999999999,0.022,0.292,15592.8,15592.8,37807.2,663.97,7967.639999999999,0.055,16692.8,1002.6966666666668
100938,2925.0,1061.8,2951.75,1.372,1.372153846153846,1.009,0.222,21267.6,21267.6,74532.4,4013.55,48162.600000000006,0.9430199430199432,54367.6,-1088.55
100939,5258.0,1324.64,481.43,0.343,0.343468145800317,0.092,0.263,44105.1,44105.1,123594.9,1806.07,21672.840000000004,0.297939778129952,62905.1,3452.263333333333
100940,1683.0,633.75,461.48,0.651,0.6506316831683161,0.274,0.256,12672.0,12672.0,36828.0,1095.23,13142.76,0.678217821782178,26372.0,588.1033333333332
100941,2116.67,731.15,213.7,0.446,0.446385826771653,0.101,0.5740000000000001,15555.4,15555.4,11544.6,944.8499999999999,11338.2,0.251968503937007,21955.4,1171.8166666666666
100942,6841.67,1578.15,46.17,0.237,0.237415834348355,0.007,0.381,37566.6,37566.6,61033.4,1624.32,19491.840000000004,0.021924482338611,39366.6,5217.346666666666
100943,6808.0,2460.06,1563.33,0.591,0.5909507955936351,0.23,0.486,96908.4,96908.4,102491.6,4023.39,48280.68,0.560587515299877,142708.4,2784.94
100944,3875.0,1124.71,1224.35,0.606,0.606209032258064,0.316,0.429,27756.3,27756.3,36943.7,2349.06,28188.72,5.720430107526882,293756.3,1525.94
100945,1666.67,339.3,2447.15,1.6720000000000002,1.6718700000000002,1.468,0.427,12425.7,12425.7,16674.3,2786.45,33437.4,21.79,448225.7,-1119.7833333333335
100946,2916.67,907.8,3056.08,1.359,1.359044571428571,1.048,0.456,20428.8,20428.8,24371.2,3963.88,47566.56,13.757142857142858,501928.8,-1047.21
100947,3816.67,361.14,3243.26,0.944,0.944384279475982,0.85,0.416,26873.6,26873.6,37726.4,3604.4,43252.8,11.262008733624452,542673.6,212.27
100948,1666.67,130.23,862.62,0.596,0.5957100000000001,0.518,0.519,14583.9,14583.9,13516.1,992.85,11914.2,0.9,32583.9,673.82
100949,3116.67,627.14,189.0,0.262,0.261863101604278,0.061,0.224,15792.0,15792.0,54708.0,816.14,9793.68,0.168449197860962,22092.0,2300.53
100950,3533.33,321.69,369.0,0.195,0.195478301886792,0.104,0.462,32571.0,32571.0,37929.0,690.69,8288.28,0.290094339622641,44871.0,2842.6433333333334
100951,3241.67,357.83,147.0,0.156,0.155731619537275,0.045,0.399,48079.5,48079.5,72420.5,504.83,6057.96,0.125964010282776,52979.5,2736.84
100952,1667.0,666.35,171.58,0.503,0.5027579999999999,0.103,0.546,28501.2,28501.2,23698.8,837.9300000000001,10055.16,0.39,36301.2,828.74
100953,2591.67,254.83,278.94,0.206,0.205956270096463,0.108,0.495,16978.5,16978.5,17321.5,533.77,6405.24,0.353697749196141,27978.5,2057.9
100954,3283.33,348.98,258.0,0.185,0.184867005076142,0.079,0.375,41137.5,41137.5,68562.5,606.98,7283.76,0.218274111675126,49737.5,2676.35
100955,3491.67,462.62,105.0,0.163,0.162564200477326,0.03,0.602,19203.8,19203.8,12696.2,567.62,6811.4400000000005,0.083532219570405,22703.8,2924.05
100956,2908.33,485.65,608.52,0.376,0.376218911174785,0.209,0.591,18498.3,18498.3,12801.7,1094.17,13130.04,0.6418338108882521,40898.3,1814.16
100957,9341.67,3304.0,343.83,0.39,0.390490276538804,0.037,0.064,9497.6,9497.6,138902.4,3647.83,43773.96,0.094558429973238,20097.6,5693.836666666666
100958,2325.0,606.09,1013.44,0.6970000000000001,0.696572043010752,0.436,0.477,27522.9,27522.9,30177.1,1619.53,19434.36,0.7634408602150531,48822.9,705.47
100959,3225.0,888.95,670.73,0.484,0.483621705426356,0.208,0.442,39028.6,39028.6,49271.4,1559.68,18716.16,3.465116279069767,173128.6,1665.32
100960,2650.0,856.56,2215.94,1.159,1.159433962264151,0.836,0.5750000000000001,42550.0,42550.0,31450.0,3072.5,36870.0,11.62264150943396,412150.0,-422.5
100961,2708.0,217.55,1443.06,0.613,0.613148307692307,0.533,0.441,46305.0,46305.0,58695.0,1660.61,19927.32,7.76,298505.0,1047.7233333333336
100962,7275.0,1454.97,309.0,0.242,0.242470103092783,0.042,0.372,28420.8,28420.8,47979.2,1763.97,21167.64,0.117983963344788,38720.8,5511.03
100963,13983.33,1778.8,402.28,0.156,0.155977115613825,0.029,0.233,,115591.3,380508.7,2181.08,26172.96,0.093563766388557,131291.3,11802.253333333334
100964,2941.67,173.05,378.0,0.187,0.187325779036827,0.128,0.638,48232.8,48232.8,27367.2,551.05,6612.599999999999,0.356940509915014,60832.8,2390.62
100965,1666.67,299.52,202.23,0.301,0.30105,0.121,0.244,5465.6,5465.6,16934.4,501.75,6021.0,0.38,13065.6,1164.92
100966,2158.0,360.16,330.0,0.32,0.319765250965251,0.153,0.383,17043.5,17043.5,27456.5,690.16,8281.920000000002,0.424710424710424,28043.5,1468.17
100967,2683.33,399.34,3041.32,1.282,1.28223354037267,1.133,0.383,31214.5,31214.5,50285.5,3440.66,41287.920000000006,12.36335403726708,429314.5,-757.33
100968,4291.67,1550.92,28.19,0.368,0.367947961165048,0.007,0.37,20535.0,20535.0,34965.0,1579.1100000000001,18949.32,0.02135922330097,21635.0,2712.556666666667
100969,5758.0,919.95,150.0,0.186,0.185808972503617,0.026,0.285,62329.5,62329.5,156370.5,1069.95,12839.4,0.072358900144717,67329.5,4688.38
100970,1666.67,506.84,665.86,0.704,0.70362,0.4,0.477,27666.0,27666.0,30334.0,1172.7,14072.4,0.985,47366.0,493.97
100971,4792.0,267.6,670.84,0.196,0.195848347826086,0.14,0.552,74520.0,74520.0,60480.0,938.44,11261.28,2.408695652173913,213020.0,3853.23
100972,6900.0,1654.15,1675.71,0.483,0.482588405797101,0.243,0.281,44707.1,44707.1,114392.9,3329.86,39958.32,4.57487922705314,423507.1,3570.14
100973,1908.0,625.38,843.38,0.77,0.769655895196506,0.442,0.214,4836.4,4836.4,17763.6,1468.76,17625.12,4.689956331877729,112236.4,439.57
100974,2591.67,800.78,1033.93,0.708,0.707926688102893,0.399,0.385,23870.0,23870.0,38130.0,1834.71,22016.52,1.254019292604501,62870.0,756.96
100975,5200.0,676.5,680.97,0.261,0.261051923076923,0.131,0.231,20374.2,20374.2,67825.8,1357.47,16289.64,0.333333333333333,41174.2,3842.5299999999997
100976,1666.67,284.99,363.0,0.389,0.388794,0.218,0.427,8155.7,8155.7,10944.3,647.99,7775.88,0.605,20255.7,1018.68
100977,3808.33,569.1,280.41,0.223,0.223066083150984,0.074,0.489,57897.6,57897.6,60502.4,849.51,10194.12,0.188183807439824,66497.6,2958.82
100978,3091.67,157.51,246.0,0.131,0.130515363881401,0.08,0.435,38976.0,38976.0,50624.0,403.51,4842.12,0.221024258760107,47176.0,2688.16
100979,4158.0,1059.54,2501.13,0.856,0.8562733466933861,0.601,0.315,48730.5,48730.5,105969.5,3560.67,42728.04,8.995991983967937,497630.5,597.663333333333
100980,2975.0,337.19,198.0,0.18,0.179895798319327,0.067,0.589,27388.5,27388.5,19111.5,535.19,6422.280000000001,0.184873949579831,33988.5,2439.81
100981,1666.67,209.09,634.6,0.506,0.5062139999999999,0.381,0.246,10996.2,10996.2,33703.8,843.69,10124.28,0.65,23996.2,822.98
100982,1667.0,653.54,1073.17,1.036,1.036026,0.644,0.558,28792.8,28792.8,22807.2,1726.71,20720.52,1.56,59992.8,-60.04
100983,2466.67,718.33,1076.64,0.728,0.72769054054054,0.436,0.38,21052.0,21052.0,34348.0,1794.97,21539.640000000003,0.780405405405405,44152.0,671.6966666666663
100984,1667.0,535.26,252.0,0.472,0.472356,0.151,0.444,24464.4,24464.4,30635.6,787.26,9447.12,0.42,32864.4,879.41
100985,1975.0,245.53,423.0,0.338,0.338496202531645,0.214,0.174,9152.4,9152.4,43447.6,668.53,8022.36,0.594936708860759,23252.4,1306.47
100986,2400.0,503.91,372.0,0.365,0.3649624999999999,0.155,0.413,18585.0,18585.0,26415.0,875.9100000000001,10510.920000000002,0.430555555555555,30985.0,1524.09
100987,2308.0,124.11,3942.55,1.762,1.761729963898917,1.708,0.509,9263.8,9263.8,8936.2,4066.6600000000003,48799.920000000006,15.776173285198556,446263.8,-1758.3266666666668
100988,3791.67,710.1,2422.58,0.8260000000000001,0.8262013186813181,0.639,0.64,68992.0,68992.0,38808.0,3132.68,37592.16,8.512087912087912,456292.0,658.99
100989,2892.0,887.9,210.0,0.38,0.379677233429394,0.073,0.377,23751.0,23751.0,39249.0,1097.9,13174.8,0.201729106628242,30751.0,1793.77
100990,3350.0,715.73,846.22,0.466,0.466253731343283,0.253,0.51,39423.0,39423.0,37877.0,1561.95,18743.4,0.644278606965174,65323.0,1788.05
100991,5216.67,676.11,386.53,0.204,0.203700958466453,0.074,0.596,78672.0,78672.0,53328.0,1062.64,12751.679999999998,0.287539936102236,96672.0,4154.03
100992,3183.33,170.45,1086.41,0.395,0.394825130890052,0.341,0.628,34414.4,34414.4,20385.6,1256.86,15082.320000000002,3.617801047120418,172614.4,1926.47
100993,6150.0,1907.65,1339.11,0.528,0.527928455284552,0.218,0.787,179436.0,179436.0,48564.0,3246.76,38961.12,0.388888888888888,208136.0,2903.24
100994,1666.67,651.21,2439.99,1.855,1.854719999999999,1.464,0.667,36618.3,36618.3,18281.699999999997,3091.2,37094.4,17.725,391118.3,-1424.533333333333
100995,3100.0,1077.04,765.06,0.594,0.594225806451612,0.247,0.539,33040.7,33040.7,28259.3,1842.1,22105.2,0.8064516129032251,63040.7,1257.9
100996,3133.33,557.91,989.26,0.494,0.493777659574468,0.316,0.548,64554.4,64554.4,53245.6,1547.17,18566.04,0.795212765957446,94454.4,1586.16
100997,1833.0,250.04,527.84,0.424,0.424298181818181,0.288,0.476,16945.6,16945.6,18654.4,777.88,9334.56,0.9454545454545452,37745.6,1055.45
100998,1666.67,578.37,2954.66,2.12,2.119817999999999,1.773,0.453,15084.9,15084.9,18215.1,3533.03,42396.36,19.125,397584.9,-1866.36
100999,2433.0,413.58,48.87,0.19,0.190047945205479,0.02,0.435,31407.0,31407.0,40793.0,462.45,5549.4,0.051369863013698,32907.0,1970.88
101000,2641.67,339.57,638.82,0.37,0.370368454258675,0.242,0.527,27614.8,27614.8,24785.2,978.39,11740.68,0.605678233438485,46814.8,1663.2766666666664
101001,1666.67,485.36,445.73,0.559,0.558654,0.267,0.264,11827.2,11827.2,32972.8,931.09,11173.08,3.28,77427.2,735.58
101002,1666.67,456.57,3427.81,2.331,2.330628,2.057,0.328,19286.4,19286.4,39513.6,3884.38,46612.56,19.675,412786.4,-2217.71
101003,5867.0,339.34,1309.09,0.281,0.280982386363636,0.223,0.8270000000000001,78151.5,78151.5,16348.5,1648.43,19781.16,2.917613636363636,283551.5,4218.24
101004,3458.33,724.13,3545.8,1.235,1.234678554216867,1.025,0.472,18172.0,18172.0,20328.0,4269.93,51239.16,9.583132530120482,415872.0,-811.6
101005,3966.67,489.92,902.24,0.351,0.350964705882352,0.227,0.372,21278.4,21278.4,35921.6,1392.16,16705.920000000002,2.989495798319327,163578.4,2574.51
101006,2933.33,224.7,1248.76,0.502,0.5023159090909091,0.426,0.512,27238.4,27238.4,25961.6,1473.46,17681.52,5.755681818181818,229838.4,1459.87
101007,1666.67,507.72,3145.55,2.192,2.191962,1.887,0.529,17827.3,17827.3,15872.7,3653.27,43839.240000000005,23.64,490627.3,-1986.6
101008,4217.0,268.01,397.16,0.158,0.157747826086956,0.094,0.365,15330.0,15330.0,26670.0,665.17,7982.040000000001,0.361660079051383,33630.0,3551.496666666667
101009,4683.33,763.17,1997.38,0.589,0.58944128113879,0.426,0.443,58520.3,58520.3,73579.7,2760.55,33126.600000000006,4.918149466192171,334920.3,1922.78
101010,1841.67,248.65,180.0,0.233,0.232751131221719,0.098,0.512,21913.6,21913.6,20886.4,428.65,5143.799999999999,0.271493212669683,27913.6,1413.02
101011,7300.0,1208.1,324.0,0.21,0.209876712328767,0.044,0.097,16499.7,16499.7,153600.3,1532.1,18385.2,0.123287671232876,27299.7,5767.9
101012,2267.0,725.42,700.93,0.629,0.6292720588235291,0.309,0.326,19038.4,19038.4,39361.6,1426.35,17116.199999999997,0.7904411764705881,40538.4,840.32
101013,5142.0,273.6,132.0,0.079,0.07888492706645,0.026,0.32,35712.0,35712.0,75888.0,405.6,4867.200000000001,0.071312803889789,40112.0,4736.07
101014,4933.33,451.57,375.0,0.168,0.167547972972972,0.076,0.314,12528.6,12528.6,27371.4,826.5699999999999,9918.84,0.211148648648648,25028.6,4106.76
101015,3491.67,338.81,315.0,0.187,0.187248687350835,0.09,0.063,4781.7,4781.7,71118.3,653.81,7845.719999999999,0.250596658711217,15281.7,2837.86
101016,7542.0,1109.82,666.5,0.236,0.235534143646408,0.088,0.352,50406.4,50406.4,92793.6,1776.32,21315.84,0.155801104972375,64506.4,5765.35
101017,2583.33,156.95,603.89,0.295,0.294518709677419,0.234,0.441,38234.7,38234.7,48465.3,760.84,9130.079999999998,3.180645161290322,136834.7,1822.4933333333336
101018,5042.0,1600.35,974.36,0.511,0.5106862809917351,0.193,0.379,45934.8,45934.8,75265.2,2574.71,30896.52,0.494214876033057,75834.8,2466.956666666667
101019,5558.0,611.52,176.12,0.142,0.141704347826086,0.032,0.311,51937.0,51937.0,115063.0,787.64,9451.68,0.08095952023988,57337.0,4770.69
101020,4650.0,239.52,1681.84,0.413,0.413195698924731,0.362,0.5680000000000001,75600.8,75600.8,57499.2,1921.36,23056.32,3.587813620071685,275800.8,2728.6400000000003
101021,6058.33,513.44,135.0,0.107,0.107032737276478,0.022,0.365,81760.0,81760.0,142240.0,648.44,7781.280000000001,0.061898211829436,86260.0,5409.89
101022,2750.0,779.49,1281.18,0.749,0.749334545454545,0.466,0.631,56474.5,56474.5,33025.5,2060.67,24728.04,6.239393939393939,262374.5,689.33
101023,2208.0,814.54,253.25,0.484,0.483527547169811,0.115,0.221,16641.3,16641.3,58658.7,1067.79,12813.48,0.354716981132075,26041.3,1140.54
101024,1683.0,261.28,5324.99,3.319,3.318576237623762,3.163,0.268,12301.2,12301.2,33598.8,5586.2699999999995,67035.23999999999,29.678217821782177,611801.2,-3902.94
101025,11141.67,3355.49,111.0,0.311,0.311128496634255,0.01,0.139,30441.0,30441.0,188559.0,3466.49,41597.88,0.027673896783844,34141.0,7675.18
101026,3491.67,430.86,1004.51,0.411,0.411084486873508,0.288,0.487,37304.2,37304.2,39295.8,1435.37,17224.44,0.8782816229116941,74104.2,2056.3
101027,4925.0,373.21,1349.35,0.35,0.349758375634517,0.274,0.249,20368.2,20368.2,61431.8,1722.56,20670.72,4.052453468697124,259868.2,3202.44
101028,4858.33,1378.29,851.15,0.459,0.458889879931389,0.175,0.514,75352.4,75352.4,71247.6,2229.44,26753.28,0.44082332761578,101052.4,2628.89
101029,1667.0,415.51,153.0,0.341,0.341105999999999,0.092,0.378,14893.2,14893.2,24506.8,568.51,6822.12,0.255,19993.2,1098.16
101030,6025.0,2130.69,884.41,0.5,0.5004315352697091,0.147,0.584,78606.4,78606.4,55993.6,3015.1,36181.2,2.22268326417704,239306.4,3009.9
101031,3425.0,608.37,87.0,0.203,0.203027737226277,0.025,0.274,26358.8,26358.8,69841.2,695.37,8344.44,0.070559610705596,29258.8,2729.63
