cust_id,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents
101397,41,36000,7.8,Full Time,Bachelor,Married,1
101398,21,21800,3.5,Full Time,Some College,Single,2
101399,37,46000,10.9,Part Time,Graduate,Single,1
101400,40,76500,0.8,Full Time,High School,Married,0
101401,40,49700,10.2,Full Time,Bachelor,Divorced,0
101402,20,20000,2.8,Full Time,Graduate,Single,3
101403,22,33500,4.1,Full Time,Bachelor,Married,1
101404,38,46500,12.6,Full Time,Graduate,Married,1
101405,23,42100,4.1,Part Time,Advanced,Single,1
101406,28,52700,5.1,Full Time,Graduate,Married,2
101407,50,139600,0.5,Full Time,Bachelor,Married,0
101408,55,44500,2.5,Self Employed,High School,Divorced,0
101409,53,60800,2.0,Full Time,Graduate,Married,2
101410,30,32400,0.8,Self Employed,Some College,Married,3
101411,40,51300,5.3,Full Time,Bachelor,Married,3
101412,42,41400,8.0,Full Time,Bachelor,Married,2
101413,44,65100,7.7,Contractor,Graduate,Married,2
101414,30,35900,4.8,Full Time,Advanced,Single,2
101415,50,51900,12.4,Full Time,Graduate,Married,1
101416,28,20000,3.6,Full Time,Some College,Single,1
101417,30,30400,5.6,Self Employed,High School,Married,3
101418,25,51700,2.0,Full Time,Graduate,Single,1
101419,37,61300,1.1,Full Time,Graduate,Single,1
101420,20,20000,2.9,Full Time,High School,Married,0
101421,34,36900,4.3,Full Time,Some College,Married,2
101422,46,86100,3.1,Contractor,Graduate,Married,3
101423,36,39000,2.8,Self Employed,Bachelor,Married,1
101424,48,54300,11.3,Full Time,Bachelor,Divorced,2
101425,49,35000,5.4,Self Employed,Bachelor,Married,2
101426,34,93600,8.1,Full Time,Bachelor,Married,0
101427,33,46100,6.4,Full Time,Bachelor,Married,3
101428,49,54200,1.0,Self Employed,Graduate,Married,0
101429,39,58700,,Full Time,High School,Married,0
101430,21,64200,3.9,Full Time,Bachelor,Single,1
101431,42,20000,4.1,Full Time,High School,Married,2
101432,46,53800,8.9,Full Time,Graduate,Married,1
101433,27,27900,4.0,Part Time,Some College,Single,0
101434,34,84300,9.3,Full Time,Graduate,Married,0
101435,23,20000,5.1,Contractor,High School,Single,2
101436,50,50300,1.5,Part Time,Bachelor,Single,1
101437,26,79400,8.2,Full Time,Bachelor,Married,2
101438,49,79700,13.4,Part Time,Graduate,Married,1
101439,36,35300,4.2,Full Time,Bachelor,Married,4
101440,42,66300,1.2,Full Time,Graduate,Married,2
101441,60,24900,8.0,Part Time,Some College,Married,1
101442,25,22100,4.5,Full Time,Bachelor,Married,0
101443,24,20000,2.8,Full Time,Some College,Single,2
101444,33,34300,7.2,Full Time,Some College,Married,2
101445,47,61700,1.5,Part Time,Graduate,Married,1
101446,45,31800,5.8,Full Time,Some College,Married,2
101447,48,48000,3.7,Full Time,Some College,Married,1
101448,31,62500,0.1,Part Time,Bachelor,Married,2
101449,22,20000,4.8,Part Time,High School,Single,0
101450,21,27300,3.6,Full Time,Some College,Married,0
101451,54,61600,9.5,Part Time,High School,Married,0
101452,50,55700,7.8,Full Time,Some College,Single,1
101453,21,39000,4.0,Full Time,Bachelor,Single,1
101454,42,37300,5.4,Full Time,High School,Married,3
101455,41,30000,4.4,Full Time,Some College,Married,2
101456,38,63400,9.0,Full Time,Bachelor,Married,1
101457,51,48600,7.6,Full Time,Bachelor,Married,1
101458,54,71600,1.7,Full Time,Some College,Married,0
101459,28,34500,6.2,Part Time,Some College,Married,0
101460,38,68500,6.3,Full Time,Graduate,Single,1
101461,30,85400,7.7,Full Time,Graduate,Single,1
101462,57,35700,9.9,Self Employed,Graduate,Married,1
101463,48,91900,8.4,Full Time,Bachelor,Married,1
101464,23,20000,5.4,Full Time,High School,Single,0
101465,36,55000,5.5,Part Time,Bachelor,Divorced,0
101466,29,27300,7.1,Full Time,Some College,Single,2
101467,43,32800,6.5,Full Time,High School,Single,0
101468,28,45800,7.2,Self Employed,Some College,Single,1
101469,36,64000,9.4,Self Employed,Graduate,Single,0
101470,45,36500,10.7,Full Time,Bachelor,Divorced,1
101471,39,105100,1.7,Full Time,Graduate,Married,2
101472,35,96000,3.7,Full Time,Bachelor,Married,1
101473,54,28700,3.6,Self Employed,Bachelor,Divorced,0
101474,33,46100,1.9,Full Time,Some College,Divorced,1
101475,42,39100,8.2,Full Time,Some College,Single,0
101476,25,34900,6.4,Full Time,Some College,Married,1
101477,25,30300,7.2,Full Time,Graduate,Married,1
101478,35,78200,3.8,Full Time,Graduate,Married,1
101479,35,73800,6.0,Full Time,Bachelor,Married,0
101480,57,28600,4.2,Full Time,High School,Married,0
101481,30,37700,4.5,Part Time,High School,Married,3
101482,35,88900,8.5,Full Time,Graduate,Married,2
101483,36,68700,5.7,Self Employed,Some College,Married,1
101484,36,132200,5.4,Full Time,Some College,Married,2
101485,25,50600,0.0,Contractor,Graduate,Married,2
101486,23,24600,5.5,Full Time,Bachelor,Married,2
101487,48,119100,5.8,Self Employed,Some College,Married,2
101488,45,103200,5.4,Self Employed,Advanced,Divorced,1
101489,51,52800,8.5,Contractor,Graduate,Single,1
101490,24,20000,5.1,Part Time,Bachelor,Single,0
101491,44,20000,9.4,Contractor,Some College,Married,1
101492,30,95700,8.1,Full Time,Some College,Married,4
101493,48,32300,10.2,Self Employed,Bachelor,Single,0
101494,34,37700,3.1,Full Time,Bachelor,Single,1
101495,22,20000,4.9,Full Time,Some College,Single,2
101496,54,73400,,Full Time,Advanced,Married,2
101497,24,31100,6.8,Full Time,Some College,Single,0
101498,29,32600,8.6,Full Time,Bachelor,Married,3
101499,34,39200,5.6,Self Employed,Bachelor,Married,1
101500,53,35900,3.4,Full Time,Bachelor,Divorced,0
101501,67,20100,3.2,Part Time,High School,Married,0
101502,27,119500,2.7,Self Employed,Graduate,Married,1
101503,35,25200,2.8,Self Employed,Bachelor,Single,1
101504,52,51600,5.4,Full Time,Graduate,Single,0
101505,44,29200,0.1,Full Time,Bachelor,Married,2
101506,37,20000,1.6,Full Time,Advanced,Married,0
101507,23,43400,4.7,Full Time,Graduate,Married,2
101508,46,20000,4.1,Full Time,Bachelor,Single,2
101509,24,42700,2.2,Full Time,Bachelor,Single,2
101510,39,55500,7.1,Full Time,Some College,Single,1
101511,40,52100,2.9,Full Time,Bachelor,Divorced,1
101512,46,35300,5.7,Self Employed,Bachelor,Single,0
101513,36,35300,6.6,Self Employed,Bachelor,Single,0
101514,23,27700,2.7,Full Time,High School,Single,2
101515,43,59800,5.1,Self Employed,Bachelor,Single,0
101516,41,58500,2.5,Full Time,Bachelor,Married,2
101517,49,98800,1.4,Full Time,Advanced,Single,0
101518,41,61500,,Full Time,Bachelor,Married,2
101519,53,40000,1.3,Full Time,Bachelor,Divorced,1
101520,49,50100,4.3,Full Time,Graduate,Married,1
101521,45,77000,10.4,Full Time,High School,Divorced,1
101522,56,26700,4.9,Full Time,Some College,Married,3
101523,25,48600,2.7,Self Employed,Graduate,Married,1
101524,48,80700,2.4,Full Time,Bachelor,Divorced,1
101525,25,27300,6.0,Self Employed,Graduate,Single,0
101526,34,80400,11.2,Self Employed,High School,Married,0
101527,47,60100,8.9,Part Time,Bachelor,Married,2
101528,43,43400,10.2,Part Time,Some College,Married,1
101529,39,28600,3.9,Part Time,High School,Single,0
101530,53,66400,1.2,Full Time,Bachelor,Divorced,1
101531,31,20000,10.7,Full Time,High School,Married,2
101532,40,36600,9.7,Full Time,Bachelor,Single,1
101533,38,39000,5.7,Full Time,Bachelor,Married,2
101534,41,24000,1.7,Full Time,High School,Married,1
101535,50,41500,6.2,Full Time,Some College,Married,1
101536,29,51900,7.9,Full Time,Graduate,Married,0
101537,25,64700,4.9,Full Time,Bachelor,Single,0
101538,22,20000,4.3,Full Time,High School,Single,0
101539,22,55900,4.3,Full Time,Graduate,Single,0
101540,29,65400,10.4,Part Time,Some College,Married,2
101541,49,29700,5.1,Full Time,Graduate,Married,2
101542,55,38300,14.7,Full Time,Some College,Divorced,0
101543,58,20000,7.1,Self Employed,High School,Married,2
101544,51,29300,3.1,Contractor,High School,Married,1
101545,27,25500,4.9,Contractor,Some College,Divorced,0
101546,25,20000,7.5,Full Time,High School,Single,0
101547,29,77300,3.2,Full Time,Advanced,Single,1
101548,40,168100,2.6,Full Time,Advanced,Divorced,1
101549,24,34200,3.7,Full Time,Bachelor,Married,1
101550,56,72000,3.8,Contractor,Advanced,Divorced,0
101551,26,20000,8.3,Self Employed,Some College,Single,0
101552,23,20000,3.8,Contractor,Bachelor,Single,1
101553,32,39900,9.3,Full Time,Bachelor,Married,1
101554,64,20100,6.7,Full Time,Graduate,Married,0
101555,43,37900,4.0,Full Time,Bachelor,Divorced,0
101556,29,25800,9.1,Full Time,Some College,Single,0
101557,51,20000,1.7,Full Time,Graduate,Married,1
101558,42,42900,6.8,Full Time,Advanced,Divorced,0
101559,41,83200,8.1,Full Time,Advanced,Married,1
101560,40,41100,4.7,Part Time,Bachelor,Divorced,0
101561,22,33400,2.8,Self Employed,High School,Single,0
101562,22,20000,4.2,Full Time,Graduate,Married,1
101563,28,66300,2.2,Self Employed,Bachelor,Married,2
101564,41,20000,2.9,Self Employed,Some College,Married,2
101565,25,28500,7.0,Self Employed,Bachelor,Married,1
101566,38,78000,5.3,Part Time,Graduate,Married,5
101567,53,57500,7.7,Self Employed,Bachelor,Married,2
101568,43,27400,3.1,Full Time,High School,Married,1
101569,41,30500,2.6,Full Time,Bachelor,Single,2
101570,65,25100,,Full Time,Some College,Married,1
101571,35,40900,3.3,Self Employed,Bachelor,Divorced,1
101572,39,27800,2.8,Self Employed,Bachelor,Married,1
101573,46,35500,1.1,Full Time,High School,Married,2
101574,50,73900,7.5,Self Employed,Bachelor,Married,0
101575,36,73200,6.1,Contractor,Graduate,Single,2
101576,38,66800,7.7,Full Time,Bachelor,Single,4
101577,27,28500,1.7,Full Time,High School,Single,1
101578,36,52800,7.0,Full Time,Bachelor,Married,3
101579,36,43300,9.3,Full Time,High School,Married,0
101580,39,26000,7.1,Part Time,High School,Married,0
101581,56,38000,8.1,Full Time,Bachelor,Divorced,0
101582,48,20000,5.1,Full Time,High School,Married,1
101583,29,30200,2.8,Contractor,High School,Divorced,2
101584,32,135400,5.2,Full Time,Advanced,Married,3
101585,47,74800,12.7,Self Employed,High School,Married,1
101586,39,56200,2.6,Full Time,Graduate,Single,0
101587,46,46300,3.0,Full Time,Some College,Married,1
101588,36,46200,3.5,Full Time,Some College,Married,2
101589,54,37700,8.1,Self Employed,Some College,Divorced,0
101590,51,45800,7.9,Part Time,High School,Married,2
101591,37,20000,5.9,Full Time,Some College,Single,0
101592,38,35800,11.3,Full Time,Some College,Married,2
101593,24,39000,2.7,Full Time,Some College,Single,0
101594,53,55200,13.1,Contractor,Graduate,Married,2
101595,60,31300,2.0,Full Time,Some College,Divorced,0
101596,25,20000,7.3,Part Time,Graduate,Single,1
101597,26,66100,6.3,Full Time,Bachelor,Married,2
101598,23,29200,6.0,Self Employed,Bachelor,Single,1
101599,64,30000,7.7,Full Time,High School,Single,1
101600,52,41800,0.4,Self Employed,Bachelor,Divorced,2
101601,27,42900,6.6,Full Time,Graduate,Single,0
101602,57,59400,3.6,Full Time,Graduate,Married,0
101603,46,65900,9.7,Full Time,Graduate,Married,1
101604,26,51700,7.9,Part Time,High School,Married,2
101605,38,37900,3.9,Full Time,High School,Married,0
101606,47,83500,8.8,Self Employed,Bachelor,Married,0
101607,38,75900,10.3,Full Time,Advanced,Single,0
101608,40,36500,5.3,Self Employed,Bachelor,Married,1
101609,66,57900,5.3,Part Time,High School,Married,1
101610,43,21200,4.7,Contractor,High School,Married,1
101611,52,49500,7.9,Full Time,Bachelor,Married,2
101612,27,23300,4.5,Contractor,High School,Single,1
101613,52,60900,2.9,Contractor,Bachelor,Married,1
101614,22,29100,3.4,Full Time,Advanced,Single,3
101615,52,31900,0.9,Full Time,High School,Married,1
101616,34,71300,2.1,Self Employed,Bachelor,Married,0
101617,44,60200,10.9,Full Time,Bachelor,Married,1
101618,41,42100,15.8,Full Time,Bachelor,Married,3
101619,28,32900,5.0,Full Time,Advanced,Married,1
101620,31,20000,6.0,Full Time,Bachelor,Married,2
101621,35,20000,6.7,Full Time,Bachelor,Single,0
101622,51,51800,9.4,Full Time,Some College,Single,2
101623,26,28700,0.7,Part Time,Bachelor,Married,1
101624,50,26500,12.3,Self Employed,Bachelor,Single,0
101625,36,20000,0.1,Full Time,High School,Married,3
101626,38,45500,2.8,Self Employed,Advanced,Single,0
101627,37,59100,15.9,Full Time,Bachelor,Single,1
101628,28,23100,7.9,Full Time,Some College,Single,1
101629,33,114400,3.1,Self Employed,Graduate,Married,1
101630,44,83700,8.5,Part Time,Advanced,Married,0
101631,44,28800,8.3,Part Time,High School,Divorced,1
101632,26,61700,5.8,Full Time,Graduate,Married,0
101633,38,38600,6.9,Full Time,Bachelor,Single,0
101634,55,37600,3.9,Full Time,High School,Married,4
101635,61,26100,9.0,Full Time,Bachelor,Married,2
101636,32,40300,2.7,Full Time,Bachelor,Single,1
101637,55,50700,1.3,Full Time,Bachelor,Married,2
101638,57,85000,3.6,Full Time,Some College,Married,1
101639,43,39300,4.8,Full Time,Bachelor,Married,2
101640,33,20000,5.9,Full Time,Some College,Single,0
101641,31,90100,3.7,Full Time,Graduate,Married,2
101642,44,69200,9.6,Full Time,Graduate,Married,1
101643,40,39900,3.7,Full Time,High School,Married,0
101644,51,137800,9.4,Full Time,Bachelor,Married,0
101645,20,20000,2.8,Full Time,High School,Single,0
101646,26,27000,3.6,Full Time,High School,Married,1
101647,43,22800,3.4,Full Time,Some College,Divorced,0
101648,31,45600,,Full Time,Bachelor,Married,1
101649,32,38700,4.8,Contractor,Graduate,Married,0
101650,37,20800,4.5,Full Time,High School,Divorced,1
101651,26,45300,5.1,Full Time,Bachelor,Married,2
101652,33,58100,5.0,Full Time,High School,Married,1
101653,43,87500,2.2,Self Employed,Some College,Married,1
101654,29,35600,7.4,Full Time,Some College,Married,1
101655,40,60100,7.1,Full Time,Bachelor,Married,2
101656,29,28400,8.1,Contractor,High School,Married,1
101657,36,30900,9.4,Full Time,High School,Single,0
101658,36,50000,7.4,Full Time,Advanced,Single,2
101659,22,36600,4.8,Full Time,Advanced,Single,0
101660,39,25600,3.7,Full Time,Some College,Divorced,1
101661,34,34600,0.9,Full Time,Bachelor,Married,2
101662,22,44600,4.7,Full Time,High School,Single,3
101663,46,45200,1.1,Full Time,Some College,Single,1
101664,44,60300,2.2,Part Time,Bachelor,Divorced,1
101665,48,61300,6.5,Full Time,Graduate,Married,0
101666,32,93300,7.1,Full Time,Bachelor,Married,1
101667,35,106300,7.7,Full Time,Bachelor,Married,1
101668,47,60200,4.9,Self Employed,Some College,Married,1
101669,55,62800,7.5,Self Employed,Bachelor,Married,0
101670,37,44900,7.4,Full Time,Some College,Married,0
101671,32,61200,0.9,Full Time,Graduate,Single,0
101672,57,30500,4.9,Full Time,Some College,Married,2
101673,33,43900,0.1,Full Time,Bachelor,Single,1
101674,28,26000,0.3,Contractor,Some College,Single,0
101675,57,46000,6.8,Full Time,Some College,Married,4
101676,26,44200,4.6,Contractor,Some College,Single,0
101677,32,62000,6.4,Self Employed,Graduate,Single,1
101678,60,27600,15.2,Full Time,High School,Single,1
101679,43,41100,4.6,Full Time,High School,Single,2
101680,37,29200,5.2,Self Employed,High School,Married,1
101681,32,26200,6.8,Full Time,Graduate,Single,1
101682,38,32900,7.7,Self Employed,High School,Single,0
101683,51,110400,4.2,Self Employed,Bachelor,Divorced,1
101684,56,20000,2.7,Contractor,Graduate,Divorced,3
101685,33,46700,13.1,Full Time,Graduate,Married,2
101686,18,27400,0.2,Self Employed,Graduate,Single,0
101687,32,27100,6.4,Full Time,Bachelor,Single,0
101688,49,78400,3.8,Part Time,Graduate,Single,3
101689,37,58600,6.1,Contractor,Bachelor,Single,0
101690,40,20000,7.7,Full Time,High School,Married,0
101691,18,20000,0.1,Part Time,High School,Single,1
101692,37,67400,1.1,Full Time,Advanced,Divorced,0
101693,41,38600,7.9,Full Time,Some College,Married,1
101694,22,20000,4.6,Full Time,Bachelor,Single,1
101695,46,40800,2.7,Full Time,Some College,Married,1
101696,33,20000,3.8,Contractor,High School,Divorced,0
101697,49,80300,7.2,Full Time,Graduate,Single,2
101698,41,50200,5.9,Self Employed,High School,Married,0
101699,36,76000,3.6,Self Employed,Some College,Single,3
101700,32,39100,3.8,Full Time,Graduate,Married,0
101701,29,51500,7.5,Full Time,Bachelor,Married,2
101702,50,88400,0.9,Self Employed,Advanced,Single,0
101703,23,76200,5.7,Full Time,Graduate,Single,0
101704,31,72100,7.8,Full Time,Bachelor,Divorced,0
101705,34,20000,4.1,Full Time,Some College,Married,1
101706,29,31900,4.5,Full Time,High School,Married,1
101707,39,60500,11.4,Full Time,Bachelor,Divorced,1
101708,68,27300,10.6,Contractor,High School,Married,3
101709,40,61200,6.1,Part Time,Bachelor,Single,0
101710,41,57100,10.2,Full Time,Some College,Married,1
101711,41,52200,7.3,Full Time,Bachelor,Married,4
101712,36,33100,3.0,Part Time,Some College,Married,2
101713,55,44700,6.3,Full Time,High School,Married,1
101714,20,29400,2.0,Full Time,Bachelor,Single,0
101715,39,86500,3.7,Full Time,Some College,Single,0
101716,32,60400,2.4,Full Time,Advanced,Married,0
101717,31,26000,4.5,Full Time,High School,Single,0
101718,22,20000,4.5,Full Time,High School,Married,2
101719,49,28000,1.7,Full Time,High School,Married,1
101720,29,74900,11.1,Self Employed,Graduate,Married,1
101721,38,43200,7.1,Part Time,Bachelor,Single,2
101722,47,106400,1.8,Full Time,Some College,Married,0
101723,27,68700,3.7,Full Time,Some College,Single,0
101724,28,108500,5.9,Full Time,Graduate,Married,2
101725,28,45300,5.7,Full Time,Some College,Single,0
101726,48,44200,1.9,Full Time,Graduate,Single,2
101727,57,44600,3.3,Contractor,Bachelor,Married,3
101728,31,51800,0.1,Full Time,Advanced,Married,0
101729,40,46100,8.2,Full Time,Some College,Married,3
101730,38,51600,5.4,Full Time,Bachelor,Single,1
101731,21,44700,3.2,Contractor,Bachelor,Single,2
101732,31,74600,5.2,Self Employed,Graduate,Married,1
101733,30,82300,11.8,Part Time,Bachelor,Married,3
101734,23,60900,4.3,Full Time,Some College,Married,0
101735,33,52700,8.3,Self Employed,Graduate,Married,1
101736,34,62300,11.9,Contractor,Graduate,Married,4
101737,52,115500,1.4,Self Employed,Graduate,Married,0
101738,34,21000,0.3,Full Time,Some College,Divorced,0
101739,28,26900,6.1,Full Time,High School,Single,1
101740,51,25300,4.5,Full Time,Some College,Married,2
101741,35,33900,5.3,Full Time,Some College,Single,0
101742,27,55200,7.9,Self Employed,Graduate,Divorced,0
101743,38,33600,7.8,Full Time,Bachelor,Married,3
101744,22,22400,4.9,Self Employed,High School,Single,3
101745,37,30100,6.9,Full Time,Some College,Married,0
101746,48,44800,7.9,Full Time,High School,Married,0
101747,23,20000,0.7,Part Time,Bachelor,Married,1
101748,25,21300,4.8,Full Time,High School,Single,1
101749,23,20000,5.4,Full Time,High School,Single,4
101750,28,23500,4.6,Full Time,Some College,Married,1
101751,38,20000,5.8,Full Time,High School,Single,3
101752,30,61500,1.4,Self Employed,Graduate,Single,2
101753,28,101300,0.3,Full Time,Graduate,Married,2
101754,46,66500,2.7,Full Time,Graduate,Married,3
101755,55,58000,5.8,Full Time,High School,Divorced,0
101756,32,46100,1.5,Contractor,Some College,Married,1
101757,37,27300,2.1,Full Time,Some College,Married,1
101758,32,49300,7.1,Full Time,Some College,Single,0
101759,51,85700,2.0,Full Time,Advanced,Married,2
101760,47,42600,9.3,Full Time,Some College,Married,2
101761,39,26400,8.2,Full Time,Some College,Married,3
101762,31,52400,6.1,Full Time,Graduate,Single,0
101763,38,39000,8.5,Full Time,High School,Married,0
101764,53,29000,5.4,Contractor,Some College,Married,3
101765,24,38500,6.9,Full Time,Graduate,Married,0
101766,37,89100,6.2,Full Time,Bachelor,Single,0
101767,65,21400,5.5,Contractor,High School,Divorced,1
101768,39,95500,3.2,Full Time,Graduate,Single,0
101769,37,92900,10.2,Full Time,Bachelor,Married,0
101770,60,43400,2.1,Contractor,Some College,Single,0
101771,23,52600,4.6,Full Time,Advanced,Single,1
101772,30,38000,6.4,Full Time,Bachelor,Married,1
101773,37,47300,7.1,Full Time,Bachelor,Married,1
101774,36,28600,10.2,Full Time,Bachelor,Single,1
101775,40,37300,3.5,Full Time,High School,Divorced,1
101776,46,72100,1.2,Full Time,Bachelor,Single,2
101777,29,20000,5.6,Self Employed,Bachelor,Single,0
101778,37,35800,12.9,Full Time,Bachelor,Married,1
101779,39,56800,11.8,Self Employed,Bachelor,Single,0
101780,27,20000,9.5,Full Time,High School,Single,1
101781,40,57200,3.6,Self Employed,Graduate,Married,3
101782,33,34300,0.2,Full Time,Some College,Divorced,0
101783,37,38900,7.6,Contractor,High School,Married,0
101784,35,31700,4.5,Full Time,Bachelor,Married,1
101785,49,165300,4.6,Full Time,Bachelor,Married,4
101786,37,95800,0.8,Full Time,Bachelor,Single,1
101787,51,134500,6.4,Part Time,Advanced,Single,2
101788,32,115400,4.8,Full Time,Some College,Single,0
101789,43,73600,2.9,Full Time,Advanced,Married,2
101790,41,44700,7.3,Full Time,Some College,Single,1
101791,36,40300,10.8,Self Employed,High School,Single,1
101792,20,20000,3.0,Contractor,Bachelor,Single,1
101793,41,25900,1.6,Full Time,Some College,Single,0
101794,44,35800,4.2,Full Time,Bachelor,Married,2
101795,49,101800,10.8,Full Time,Graduate,Married,2
101796,41,44400,3.4,Full Time,High School,Single,2
101797,19,20000,1.2,Full Time,Graduate,Single,0
101798,35,36800,11.0,Full Time,Bachelor,Married,0
101799,58,40700,3.8,Full Time,High School,Single,1
101800,33,43700,3.4,Full Time,Bachelor,Married,1
101801,18,20000,0.3,Full Time,High School,Single,0
101802,42,33100,1.5,Full Time,Graduate,Married,2
101803,28,20000,7.5,Full Time,Bachelor,Single,0
101804,35,31600,3.2,Full Time,High School,Married,1
101805,25,49700,5.7,Full Time,Bachelor,Single,0
101806,25,36900,6.9,Full Time,Advanced,Single,1
101807,53,57800,7.1,Full Time,Bachelor,Married,1
101808,41,38800,4.6,Full Time,High School,Married,2
101809,48,35600,10.9,Full Time,Some College,Divorced,0
101810,48,53000,2.8,Full Time,Bachelor,Married,5
101811,38,60700,3.3,Self Employed,Some College,Single,1
101812,41,31300,6.0,Full Time,Some College,Married,1
101813,27,20000,8.5,Full Time,Some College,Married,2
101814,32,24400,7.5,Full Time,High School,Single,1
101815,27,35400,6.4,Full Time,Advanced,Married,5
101816,44,98300,6.3,Contractor,Some College,Married,2
101817,36,41900,6.5,Full Time,Graduate,Married,3
101818,41,61500,,Part Time,Bachelor,Married,0
101819,38,109500,14.9,Full Time,Advanced,Married,2
101820,42,24700,10.0,Full Time,Some College,Divorced,2
101821,35,51900,8.4,Full Time,High School,Married,1
101822,45,30300,1.5,Full Time,Some College,Married,2
101823,37,43500,5.5,Full Time,Bachelor,Married,3
101824,41,26100,2.2,Full Time,High School,Divorced,0
101825,32,36100,6.4,Full Time,Bachelor,Married,0
101826,46,98700,2.2,Self Employed,Graduate,Single,3
101827,42,40900,5.0,Full Time,Graduate,Single,0
101828,50,24200,7.9,Full Time,High School,Divorced,1
101829,53,75800,4.4,Self Employed,Advanced,Married,0
101830,33,39900,1.0,Contractor,Bachelor,Divorced,1
101831,46,63300,3.6,Full Time,Advanced,Married,1
101832,32,99900,5.8,Full Time,Bachelor,Married,2
101833,39,45400,6.3,Full Time,High School,Married,4
101834,20,20000,,Full Time,High School,Single,1
101835,54,72400,10.0,Full Time,Graduate,Married,0
101836,38,101600,7.7,Full Time,Some College,Married,2
101837,37,52100,5.5,Self Employed,High School,Single,2
101838,32,156200,1.3,Full Time,Graduate,Divorced,1
101839,41,57900,0.1,Contractor,Graduate,Single,1
101840,56,61100,1.3,Full Time,Bachelor,Married,1
101841,32,44200,5.4,Self Employed,Bachelor,Single,0
101842,31,47800,3.8,Self Employed,Some College,Married,3
101843,35,22000,1.9,Part Time,Bachelor,Married,1
101844,20,20000,2.9,Full Time,Bachelor,Single,0
101845,38,41300,0.8,Full Time,Bachelor,Married,1
101846,47,34600,7.4,Contractor,High School,Single,0
101847,21,20000,0.0,Contractor,Some College,Married,0
101848,28,53300,8.9,Full Time,Graduate,Single,1
101849,33,46300,10.2,Full Time,Bachelor,Married,0
101850,27,42100,3.0,Full Time,Some College,Married,0
101851,38,100400,5.8,Full Time,Graduate,Single,0
101852,37,36100,5.5,Full Time,Some College,Married,1
101853,31,59500,5.5,Part Time,Graduate,Single,1
101854,50,45300,4.8,Full Time,Bachelor,Married,2
101855,29,40000,7.9,Full Time,Some College,Married,0
101856,51,41900,10.1,Full Time,Graduate,Married,2
101857,19,20000,2.0,Part Time,Bachelor,Single,0
101858,37,38000,3.5,Full Time,Bachelor,Single,2
101859,50,117000,0.7,Self Employed,Bachelor,Married,1
101860,41,65200,5.5,Full Time,Advanced,Divorced,1
101861,37,38400,5.1,Full Time,Bachelor,Married,1
101862,42,45900,1.7,Full Time,Some College,Married,1
101863,28,20000,10.2,Full Time,Bachelor,Married,3
101864,26,48800,4.2,Full Time,Bachelor,Single,1
101865,33,31900,0.4,Full Time,Graduate,Married,1
101866,61,20000,5.6,Full Time,Bachelor,Single,1
101867,54,37900,11.1,Full Time,High School,Married,0
101868,41,35600,14.4,Part Time,High School,Married,1
101869,31,21800,3.1,Full Time,Graduate,Single,2
101870,31,30200,10.2,Self Employed,Graduate,Married,1
101871,40,20000,5.9,Full Time,Some College,Married,1
101872,23,20600,4.5,Full Time,High School,Single,1
101873,46,66200,4.9,Self Employed,Bachelor,Divorced,0
101874,30,48200,12.2,Full Time,Graduate,Married,2
101875,40,31800,5.0,Self Employed,Bachelor,Married,1
101876,33,48400,10.7,Full Time,Bachelor,Divorced,2
101877,35,64500,2.3,Full Time,Graduate,Married,2
101878,50,29500,15.2,Part Time,High School,Single,0
101879,54,64000,1.0,Full Time,High School,Married,1
101880,52,36200,0.6,Full Time,Advanced,Married,1
101881,41,45300,8.1,Full Time,Some College,Divorced,0
101882,45,26500,1.0,Part Time,High School,Married,0
101883,20,20000,2.0,Full Time,Some College,Single,1
101884,50,66800,11.6,Full Time,Graduate,Divorced,1
101885,28,59100,8.1,Full Time,Some College,Married,1
101886,27,35700,6.1,Full Time,Graduate,Married,0
101887,40,25800,8.2,Full Time,Some College,Married,0
101888,43,46400,12.2,Self Employed,High School,Married,2
101889,27,20000,4.3,Full Time,High School,Married,3
101890,50,30100,3.7,Full Time,Some College,Single,0
101891,44,20000,2.8,Full Time,Some College,Married,1
101892,53,24100,4.5,Full Time,Some College,Married,2
101893,47,62300,5.7,Self Employed,Graduate,Married,1
101894,41,61100,10.3,Full Time,Some College,Divorced,0
101895,37,23300,6.0,Full Time,Bachelor,Divorced,0
101896,36,79900,3.5,Full Time,Advanced,Single,0
101897,49,59000,1.2,Contractor,Advanced,Divorced,0
101898,28,29800,0.8,Full Time,Bachelor,Single,2
101899,27,20000,8.0,Full Time,Bachelor,Divorced,4
101900,46,46400,2.8,Full Time,Bachelor,Married,2
101901,41,64800,4.9,Full Time,Graduate,Married,0
101902,34,66700,11.1,Full Time,Bachelor,Single,2
101903,69,21300,8.9,Full Time,High School,Married,1
101904,36,20000,12.1,Part Time,Some College,Married,3
101905,54,34200,2.9,Self Employed,Some College,Single,2
101906,27,101000,7.3,Contractor,Bachelor,Single,2
101907,58,46000,3.5,Full Time,Bachelor,Married,0
101908,31,99300,2.5,Full Time,Graduate,Married,2
101909,43,55000,4.0,Full Time,Graduate,Married,3
101910,21,20000,3.1,Full Time,Bachelor,Single,0
101911,37,34800,5.7,Full Time,High School,Married,0
101912,36,66900,0.2,Self Employed,Graduate,Married,0
