customer_id,loan_type,loan_amount,loan_term,interest_rate,loan_purpose,loan_to_value_ratio,origination_channel,loan_officer_id,marketing_campaign
102782,Personal Loan,29600,48,11.34,Home Improvement,0.0,Online,1015,D
102783,Personal Loan,17700,48,12.37,Debt Consolidation,0.0,Online,1080,O
102784,Personal Loan,15300,24,9.97,Home Improvement,0.0,Online,1094,E
102785,Credit Card,3500,0,15.92,Revolving Credit,0.0,Branch,1045,S
102786,Mortgage,132100,360,8.69,Refinance,0.9,Online,1014,P
102787,Credit Card,11200,0,15.71,Revolving Credit,0.0,Branch,1016,G
102788,Credit Card,11800,0,17.5,Revolving Credit,0.0,Branch,1080,S
102789,Personal Loan,18700,24,13.16,Debt Consolidation,0.0,Online,1044,F
102790,Personal Loan,16600,36,12.12,Debt Consolidation,0.0,Online,1003,E
102791,Mortgage,529400,180,5.16,Refinance,0.828,Branch,999,T
102792,Mortgage,432500,360,4.16,Home Purchase,0.924,Online,1084,S
102793,Mortgage,248100,360,5.53,Home Purchase,0.837,Broker,996,R
102794,Personal Loan,21500,60,12.49,Debt Consolidation,0.0,Branch,1084,P
102795,Credit Card,2600,0,15.74,Revolving Credit,0.0,Online,1012,M
102796,Personal Loan,3100,24,8.41,Home Improvement,0.0,Broker,1070,H
102797,Credit Card,2500,0,18.77,Revolving Credit,0.0,Online,1018,T
102798,Home Loan,415000,360,6.2,Refinance,0.61,Online,1001,E
102799,Personal Loan,24100,24,11.93,Debt Consolidation,0.0,Branch,1011,L
102800,Mortgage,451600,360,5.61,Home Purchase,0.743,Direct Mail,1098,X
102801,Credit Card,5800,0,15.42,Revolving Credit,0.0,Online,1048,Z
102802,Credit Card,2100,0,20.05,Revolving Credit,0.0,Online,1084,N
102803,Credit Card,3900,0,16.32,Revolving Credit,0.0,Direct Mail,1090,W
102804,Mortgage,172100,360,4.83,Home Purchase,0.814,Branch,1080,A
102805,Mortgage,70000,360,7.82,Refinance,0.838,Online,1049,N
102806,Personal Loan,22100,36,11.7,Debt Consolidation,0.0,Branch,1077,S
102807,Home Loan,417100,360,6.9,Home Purchase,0.866,Broker,1047,M
102808,Credit Card,8000,0,16.55,Revolving Credit,0.0,Branch,1046,L
102809,Credit Card,10300,0,17.94,Revolving Credit,0.0,Online,1051,X
102810,Personal Loan,11200,36,11.58,Debt Consolidation,0.0,Branch,1004,D
102811,Mortgage,352500,360,7.26,Home Purchase,0.736,Broker,1048,L
102812,Home Loan,178800,360,5.14,Home Purchase,0.803,Broker,1086,X
102813,Mortgage,249800,360,5.95,Home Purchase,0.593,Branch,1043,V
102814,Credit Card,8400,0,16.09,Revolving Credit,0.0,Direct Mail,1091,F
102815,Mortgage,72400,360,3.31,Home Purchase,0.957,Online,1039,X
102816,Mortgage,266900,360,4.27,Refinance,0.79,Branch,1017,R
102817,Credit Card,10300,0,17.29,Revolving Credit,0.0,Online,1004,W
102818,Personal Loan,13100,48,11.79,Home Improvement,0.0,Branch,1079,D
102819,Personal Loan,4300,36,13.48,Debt Consolidation,0.0,Branch,1044,H
102820,Personal Loan,3800,60,13.24,Home Improvement,0.0,Branch,1065,H
102821,Credit Card,4900,0,16.07,Revolving Credit,0.0,Branch,1005,C
102822,Credit Card,8800,0,17.87,Revolving Credit,0.0,Broker,1050,S
102823,Home Loan,250400,360,5.95,Home Purchase,0.71,Online,997,L
102824,Mortgage,140500,360,6.13,Home Purchase,0.957,Broker,1041,W
102825,Personal Loan,11500,36,11.32,Other,0.0,Online,1006,Q
102826,Mortgage,208200,180,4.54,Refinance,0.713,Branch,1069,C
102827,Personal Loan,24100,48,10.9,Home Improvement,0.0,Branch,1002,M
102828,Home Loan,315100,360,6.64,Refinance,0.727,Online,1079,M
102829,Home Loan,111800,180,7.57,Home Purchase,0.576,Online,1071,P
102830,Personal Loan,20400,48,10.78,Debt Consolidation,0.0,Branch,996,I
102831,Credit Card,6500,0,16.03,Revolving Credit,0.0,Branch,1001,N
102832,Mortgage,525100,360,8.39,Refinance,0.884,Branch,1098,A
102833,Mortgage,185000,180,6.74,Home Purchase,0.657,Branch,1080,T
102834,Mortgage,279600,360,5.56,Refinance,0.828,Online,1002,S
102835,Credit Card,9600,0,17.28,Revolving Credit,0.0,Branch,1049,L
102836,Credit Card,13400,0,17.7,Revolving Credit,0.0,Direct Mail,1018,X
102837,Credit Card,3200,0,18.46,Revolving Credit,0.0,Direct Mail,1080,C
102838,Credit Card,6500,0,18.47,Revolving Credit,0.0,Direct Mail,1013,N
102839,Mortgage,236700,360,7.87,Refinance,0.668,Branch,1003,A
102840,Personal Loan,2900,12,11.29,Debt Consolidation,0.0,Online,1039,D
102841,Credit Card,3500,0,17.31,Revolving Credit,0.0,Broker,998,J
102842,Mortgage,69900,360,5.16,Refinance,0.884,Branch,1038,O
102843,Credit Card,2400,0,16.93,Revolving Credit,0.0,Broker,1043,K
102844,Mortgage,221600,360,9.04,Home Purchase,0.837,Online,1000,H
102845,Personal Loan,14800,48,11.16,Home Improvement,0.0,Online,1069,A
102846,Personal Loan,9100,60,12.51,Medical,0.0,Direct Mail,1047,I
102847,Personal Loan,18300,48,13.14,Debt Consolidation,0.0,Branch,1009,R
102848,Mortgage,350000,360,5.38,Home Purchase,0.871,Branch,1079,E
102849,Mortgage,233200,360,3.77,Refinance,0.749,Broker,1068,S
102850,Credit Card,12900,0,17.19,Revolving Credit,0.0,Online,1081,F
102851,Personal Loan,19600,36,12.43,Medical,0.0,Online,1009,F
102852,Credit Card,11800,0,20.9,Revolving Credit,0.0,Online,1079,T
102853,Credit Card,5000,0,15.95,Revolving Credit,0.0,Direct Mail,1085,C
102854,Mortgage,253300,360,5.53,Refinance,0.591,Branch,1048,S
102855,Credit Card,10200,0,18.24,Revolving Credit,0.0,Online,1014,W
102856,Credit Card,8500,0,18.16,Revolving Credit,0.0,Branch,1053,Q
102857,Mortgage,230600,360,7.19,Refinance,0.816,Online,1068,J
102858,Home Loan,216200,360,8.52,Refinance,0.699,Branch,1047,O
102859,Credit Card,9500,0,16.32,Revolving Credit,0.0,Broker,1042,Y
102860,Credit Card,6400,0,17.83,Revolving Credit,0.0,Direct Mail,1082,O
102861,Credit Card,18800,0,15.47,Revolving Credit,0.0,Broker,1055,J
102862,Mortgage,401500,360,7.03,Home Purchase,0.879,Online,1080,X
102863,Credit Card,18100,0,19.24,Revolving Credit,0.0,Online,1058,B
102864,Personal Loan,25600,48,13.56,Other,0.0,Broker,1079,R
102865,Mortgage,101700,360,5.21,Home Purchase,0.857,Online,1072,N
102866,Personal Loan,6000,12,11.86,Major Purchase,0.0,Online,1083,L
102867,Credit Card,1300,0,18.09,Revolving Credit,0.0,Broker,1077,P
102868,Mortgage,234600,360,4.21,Refinance,0.886,Direct Mail,1098,Y
102869,Personal Loan,19300,48,12.75,Debt Consolidation,0.0,Branch,1072,B
102870,Mortgage,385000,360,7.32,Home Purchase,0.686,Online,1006,W
102871,Credit Card,7400,0,16.54,Revolving Credit,0.0,Online,1080,D
102872,Personal Loan,9300,24,10.7,Debt Consolidation,0.0,Online,1004,B
102873,Personal Loan,18600,48,12.04,Debt Consolidation,0.0,Online,1086,L
102874,Credit Card,4600,0,18.23,Revolving Credit,0.0,Broker,1096,I
102875,Credit Card,5400,0,18.73,Revolving Credit,0.0,Online,1078,W
102876,Credit Card,9500,0,16.25,Revolving Credit,0.0,Online,1062,V
102877,Personal Loan,11300,24,11.58,Home Improvement,0.0,Broker,1044,T
102878,Credit Card,15700,0,18.13,Revolving Credit,0.0,Branch,1005,U
102879,Mortgage,549700,360,6.14,Refinance,0.905,Branch,1049,L
102880,Personal Loan,8200,60,8.64,Home Improvement,0.0,Online,1044,V
102881,Mortgage,188700,360,5.22,Home Purchase,0.605,Online,1000,T
102882,Personal Loan,3600,24,9.88,Debt Consolidation,0.0,Online,1047,Z
102883,Mortgage,321900,360,5.16,Home Purchase,0.657,Branch,1042,M
102884,Credit Card,16700,0,16.33,Revolving Credit,0.0,Broker,1001,H
102885,Mortgage,326700,360,6.02,Refinance,0.721,Online,1004,Z
102886,Personal Loan,16500,24,11.85,Debt Consolidation,0.0,Branch,1010,Q
102887,Mortgage,403500,360,3.03,Refinance,0.87,Online,1082,J
102888,Personal Loan,13400,36,11.46,Medical,0.0,Online,1051,B
102889,Credit Card,10800,0,18.05,Revolving Credit,0.0,Online,1002,M
102890,Personal Loan,27400,36,14.28,Debt Consolidation,0.0,Online,1071,V
102891,Personal Loan,30900,48,11.55,Debt Consolidation,0.0,Online,1016,G
102892,Mortgage,226400,360,7.71,Home Purchase,0.938,Branch,1080,U
102893,Credit Card,3100,0,18.57,Revolving Credit,0.0,Online,999,V
102894,Mortgage,170600,360,5.47,Home Purchase,0.949,Online,1009,C
102895,Personal Loan,20200,24,10.44,Major Purchase,0.0,Broker,997,X
102896,Mortgage,100100,360,6.3,Refinance,0.807,Online,1002,U
102897,Credit Card,7400,0,17.05,Revolving Credit,0.0,Branch,998,X
102898,Personal Loan,18800,48,12.32,Debt Consolidation,0.0,Online,1082,J
102899,Mortgage,77500,360,7.27,Refinance,0.799,Branch,1064,P
102900,Personal Loan,23100,48,11.9,Medical,0.0,Broker,1038,I
102901,Mortgage,275900,360,6.23,Refinance,0.606,Online,1070,F
102902,Mortgage,298700,360,9.15,Home Purchase,0.871,Online,1036,H
102903,Home Loan,293000,360,7.03,Home Purchase,0.891,Branch,1084,S
102904,Personal Loan,36900,48,11.74,Debt Consolidation,0.0,Direct Mail,1014,F
102905,Personal Loan,24100,12,12.49,Home Improvement,0.0,Online,1050,D
102906,Credit Card,14600,0,18.02,Revolving Credit,0.0,Online,1009,G
102907,Mortgage,457800,180,6.9,Home Purchase,0.911,Online,1003,C
102908,Personal Loan,24200,48,12.39,Debt Consolidation,0.0,Branch,1056,Z
102909,Personal Loan,37600,60,11.68,Debt Consolidation,0.0,Online,1006,A
102910,Mortgage,509000,360,4.24,Home Purchase,0.847,Broker,998,I
102911,Credit Card,7500,0,17.74,Revolving Credit,0.0,Online,1042,A
102912,Credit Card,8100,0,17.72,Revolving Credit,0.0,Branch,997,R
102913,Mortgage,535200,360,7.55,Refinance,0.771,Branch,1000,Q
102914,Credit Card,16200,0,17.78,Revolving Credit,0.0,Branch,1052,H
102915,Mortgage,432000,360,6.38,Refinance,0.636,Online,1015,G
102916,Credit Card,3400,0,18.9,Revolving Credit,0.0,Online,1004,V
102917,Credit Card,15800,0,14.58,Revolving Credit,0.0,Online,1078,L
102918,Mortgage,351500,360,5.39,Refinance,0.833,Broker,1084,U
102919,Credit Card,8400,0,18.05,Revolving Credit,0.0,Branch,1070,R
102920,Personal Loan,11600,36,12.0,Debt Consolidation,0.0,Online,1081,X
102921,Credit Card,17400,0,15.93,Revolving Credit,0.0,Broker,1078,O
102922,Mortgage,275900,360,6.57,Refinance,0.659,Online,1062,W
102923,Credit Card,6200,0,18.9,Revolving Credit,0.0,Branch,1077,Q
102924,Personal Loan,29200,36,13.84,Medical,0.0,Broker,1049,S
102925,Mortgage,365300,360,4.44,Home Purchase,0.629,Broker,1038,N
102926,Personal Loan,29300,36,12.66,Debt Consolidation,0.0,Online,1073,S
102927,Personal Loan,19800,12,9.3,Home Improvement,0.0,Branch,1081,V
102928,Credit Card,10200,0,19.62,Revolving Credit,0.0,Branch,1005,P
102929,Mortgage,392800,360,6.45,Home Purchase,0.83,Branch,1003,H
102930,Mortgage,85300,180,4.78,Home Purchase,0.557,Branch,1086,B
102931,Mortgage,243500,360,6.39,Refinance,0.784,Direct Mail,1085,G
102932,Personal Loan,32000,60,10.04,Major Purchase,0.0,Branch,1005,Z
102933,Mortgage,334300,360,5.36,Home Purchase,0.816,Online,1004,G
102934,Personal Loan,12400,60,12.59,Medical,0.0,Online,999,U
102935,Credit Card,9000,0,18.58,Revolving Credit,0.0,Branch,1001,D
102936,Personal Loan,8400,48,13.66,Debt Consolidation,0.0,Online,1049,B
102937,Credit Card,800,0,17.01,Revolving Credit,0.0,Online,1042,P
102938,Mortgage,423400,360,7.16,Home Purchase,0.918,Broker,1040,U
102939,Personal Loan,32000,48,14.38,Major Purchase,0.0,Broker,1045,Z
102940,Credit Card,14600,0,17.98,Revolving Credit,0.0,Branch,1049,R
102941,Mortgage,243200,360,7.49,Home Purchase,0.666,Online,1010,O
102942,Personal Loan,8000,12,11.82,Medical,0.0,Broker,1089,N
102943,Credit Card,7800,0,16.84,Revolving Credit,0.0,Direct Mail,1086,C
102944,Mortgage,120900,360,6.38,Home Purchase,0.884,Online,997,I
102945,Personal Loan,19200,48,12.9,Debt Consolidation,0.0,Branch,1016,S
102946,Personal Loan,7400,48,7.85,Medical,0.0,Branch,999,D
102947,Mortgage,308800,360,6.77,Home Purchase,0.657,Branch,1075,R
102948,Personal Loan,16700,24,13.01,Debt Consolidation,0.0,Online,1048,O
102949,Personal Loan,3200,36,9.99,Debt Consolidation,0.0,Online,1045,I
102950,Personal Loan,14100,48,10.82,Debt Consolidation,0.0,Broker,1079,I
102951,Personal Loan,17400,36,12.73,Home Improvement,0.0,Online,1047,I
102952,Mortgage,391100,360,3.61,Home Purchase,0.94,Branch,997,D
102953,Credit Card,5700,0,16.67,Revolving Credit,0.0,Online,1072,I
102954,Home Loan,343100,360,7.02,Refinance,0.692,Online,1049,F
102955,Home Loan,126400,360,7.28,Home Purchase,0.914,Direct Mail,1012,W
102956,Personal Loan,22500,48,11.4,Medical,0.0,Broker,1073,X
102957,Personal Loan,17900,36,13.14,Medical,0.0,Broker,1057,M
102958,Home Loan,259700,360,7.86,Home Purchase,0.608,Direct Mail,1076,V
102959,Personal Loan,12500,60,13.28,Debt Consolidation,0.0,Online,1016,G
102960,Mortgage,289500,360,5.96,Refinance,0.756,Branch,1006,D
102961,Mortgage,628900,360,5.15,Refinance,0.848,Online,1059,O
102962,Home Loan,99600,180,7.85,Home Purchase,0.957,Broker,1051,O
102963,Personal Loan,20800,12,13.26,Major Purchase,0.0,Broker,1078,Z
102964,Credit Card,2600,0,17.59,Revolving Credit,0.0,Broker,1082,O
102965,Mortgage,279000,180,7.3,Home Purchase,0.772,Broker,1078,T
102966,Personal Loan,29300,36,12.78,Home Improvement,0.0,Branch,1052,M
102967,Mortgage,278200,180,8.46,Refinance,0.712,Broker,1053,S
102968,Credit Card,5300,0,13.76,Revolving Credit,0.0,Broker,1086,M
102969,Mortgage,148300,180,6.24,Home Purchase,0.764,Online,1048,M
102970,Personal Loan,8600,48,11.79,Medical,0.0,Online,1067,N
102971,Personal Loan,19600,48,11.6,Major Purchase,0.0,Broker,1039,L
102972,Personal Loan,20000,36,12.18,Home Improvement,0.0,Broker,997,N
102973,Credit Card,14900,0,18.07,Revolving Credit,0.0,Broker,1044,J
102974,Mortgage,141400,360,6.35,Refinance,0.814,Broker,1077,W
102975,Personal Loan,20200,36,11.29,Major Purchase,0.0,Online,1005,D
102976,Mortgage,259500,360,5.48,Home Purchase,0.837,Online,1042,O
102977,Credit Card,7200,0,18.75,Revolving Credit,0.0,Branch,1048,M
102978,Personal Loan,20300,36,13.32,Debt Consolidation,0.0,Online,1080,M
102979,Mortgage,391700,360,7.98,Home Purchase,0.886,Online,998,Z
102980,Credit Card,9500,0,18.93,Revolving Credit,0.0,Broker,995,X
102981,Mortgage,579000,360,5.21,Refinance,0.933,Online,1018,I
102982,Personal Loan,12700,48,10.54,Debt Consolidation,0.0,Branch,1003,U
102983,Home Loan,417000,360,7.03,Home Purchase,0.879,Branch,1057,X
102984,Mortgage,283400,360,5.41,Refinance,0.854,Broker,1005,R
102985,Mortgage,104800,360,6.6,Refinance,0.855,Broker,1062,C
102986,Personal Loan,16100,36,11.22,Major Purchase,0.0,Online,1070,B
102987,Personal Loan,29000,48,12.46,Major Purchase,0.0,Branch,1091,X
102988,Personal Loan,29400,36,12.77,Debt Consolidation,0.0,Online,1071,Q
102989,Personal Loan,1500,60,11.02,Medical,0.0,Online,1011,S
102990,Personal Loan,9100,60,12.02,Home Improvement,0.0,Broker,1000,Q
102991,Personal Loan,23700,24,13.2,Home Improvement,0.0,Branch,1082,K
102992,Mortgage,92000,360,3.68,Home Purchase,0.916,Online,998,K
102993,Mortgage,451100,360,6.52,Refinance,0.81,Branch,1044,Q
102994,Mortgage,296200,360,6.5,Home Purchase,0.917,Branch,1054,F
102995,Credit Card,5700,0,18.16,Revolving Credit,0.0,Branch,1070,N
102996,Credit Card,5400,0,17.28,Revolving Credit,0.0,Branch,1048,R
102997,Credit Card,5700,0,17.4,Revolving Credit,0.0,Online,996,L
102998,Home Loan,326900,360,6.21,Refinance,0.578,Branch,1078,A
102999,Mortgage,384700,360,6.79,Refinance,0.805,Online,1045,Y
103000,Personal Loan,16500,24,11.1,Other,0.0,Branch,1036,C
103001,Mortgage,237400,360,5.08,Refinance,0.679,Online,1017,H
103002,Mortgage,651200,360,7.05,Refinance,0.757,Broker,1047,N
103003,Personal Loan,17900,48,11.66,Home Improvement,0.0,Online,1096,K
103004,Mortgage,380800,180,6.33,Home Purchase,0.961,Branch,1038,P
103005,Mortgage,407100,180,4.58,Home Purchase,0.788,Broker,1042,K
103006,Credit Card,7500,0,18.54,Revolving Credit,0.0,Online,1050,J
103007,Mortgage,71800,180,5.68,Home Purchase,0.793,Branch,1050,D
103008,Credit Card,10500,0,16.72,Revolving Credit,0.0,Online,1093,G
103009,Personal Loan,16800,48,13.31,Major Purchase,0.0,Online,1050,S
103010,Mortgage,339800,360,6.35,Home Purchase,0.839,Online,1006,Y
103011,Credit Card,11000,0,20.54,Revolving Credit,0.0,Online,1083,C
103012,Mortgage,286400,360,8.67,Home Purchase,0.595,Branch,1048,Z
103013,Personal Loan,23200,48,12.7,Major Purchase,0.0,Direct Mail,1080,Q
103014,Mortgage,318300,180,3.82,Home Purchase,0.652,Online,1083,K
103015,Mortgage,352700,180,5.98,Refinance,0.702,Online,1040,G
103016,Home Loan,536600,360,6.12,Refinance,0.746,Branch,1067,I
103017,Mortgage,310800,360,6.51,Refinance,0.834,Online,1012,O
103018,Personal Loan,10000,36,11.08,Debt Consolidation,0.0,Broker,1063,U
103019,Personal Loan,21300,12,10.5,Medical,0.0,Online,1000,L
103020,Personal Loan,26100,24,13.25,Home Improvement,0.0,Broker,1047,U
103021,Home Loan,315400,360,6.8,Home Purchase,0.863,Online,1096,B
103022,Mortgage,250400,180,7.11,Refinance,0.936,Broker,1039,L
103023,Personal Loan,10800,48,9.17,Other,0.0,Online,1072,I
103024,Mortgage,88000,360,7.8,Home Purchase,0.518,Branch,1046,S
103025,Credit Card,4800,0,18.45,Revolving Credit,0.0,Direct Mail,1006,A
103026,Credit Card,9700,0,19.05,Revolving Credit,0.0,Broker,999,H
103027,Personal Loan,13700,36,10.59,Medical,0.0,Broker,1041,R
103028,Credit Card,2500,0,16.71,Revolving Credit,0.0,Online,1006,Y
103029,Personal Loan,11300,36,13.2,Debt Consolidation,0.0,Online,1003,U
103030,Home Loan,284100,360,8.07,Home Purchase,0.968,Online,1070,V
103031,Personal Loan,7600,48,11.05,Medical,0.0,Online,1083,E
103032,Mortgage,252800,360,6.86,Home Purchase,0.708,Online,1084,G
103033,Credit Card,9200,0,19.64,Revolving Credit,0.0,Online,1043,P
103034,Mortgage,114500,360,7.81,Refinance,0.723,Broker,1050,W
103035,Personal Loan,20100,36,11.22,Major Purchase,0.0,Branch,1058,D
103036,Mortgage,298600,360,6.18,Home Purchase,0.776,Branch,1074,P
103037,Personal Loan,16800,60,11.2,Debt Consolidation,0.0,Branch,1053,P
103038,Credit Card,15400,0,18.8,Revolving Credit,0.0,Online,1015,S
103039,Personal Loan,31300,36,13.42,Major Purchase,0.0,Online,1018,H
103040,Credit Card,6900,0,17.68,Revolving Credit,0.0,Online,1048,C
103041,Mortgage,217400,360,4.86,Home Purchase,0.857,Online,1077,N
103042,Mortgage,281300,180,6.24,Home Purchase,0.845,Branch,1017,L
103043,Credit Card,19400,0,20.54,Revolving Credit,0.0,Online,999,U
103044,Mortgage,619800,360,6.2,Home Purchase,0.652,Online,997,H
103045,Personal Loan,11400,60,9.1,Debt Consolidation,0.0,Online,999,H
103046,Personal Loan,20800,36,13.71,Major Purchase,0.0,Online,1045,W
103047,Personal Loan,13400,60,13.21,Major Purchase,0.0,Online,1047,P
103048,Mortgage,347900,360,6.95,Home Purchase,0.755,Branch,1051,F
103049,Personal Loan,4400,24,11.71,Home Improvement,0.0,Broker,1054,N
103050,Credit Card,5700,0,18.75,Revolving Credit,0.0,Online,1047,E
103051,Home Loan,387800,180,6.74,Home Purchase,0.888,Online,1092,K
103052,Personal Loan,10100,36,10.76,Major Purchase,0.0,Online,1043,T
103053,Credit Card,9900,0,17.14,Revolving Credit,0.0,Branch,1045,L
103054,Credit Card,8900,0,18.65,Revolving Credit,0.0,Online,1044,D
103055,Mortgage,156300,180,7.18,Home Purchase,0.658,Online,1037,X
103056,Credit Card,4700,0,16.29,Revolving Credit,0.0,Online,1005,Y
103057,Mortgage,275800,360,5.72,Refinance,0.77,Online,1015,N
103058,Mortgage,286000,360,5.58,Refinance,0.891,Branch,996,G
103059,Personal Loan,10500,36,10.93,Major Purchase,0.0,Online,1084,S
103060,Mortgage,214100,360,9.23,Refinance,0.687,Broker,1067,Y
103061,Credit Card,3600,0,18.11,Revolving Credit,0.0,Online,1088,K
103062,Personal Loan,12600,36,13.38,Debt Consolidation,0.0,Direct Mail,1041,E
103063,Credit Card,11800,0,17.44,Revolving Credit,0.0,Branch,995,T
103064,Personal Loan,27800,12,12.54,Medical,0.0,Online,1084,T
103065,Personal Loan,1800,60,11.41,Major Purchase,0.0,Branch,1046,X
103066,Personal Loan,20300,48,9.89,Home Improvement,0.0,Online,1089,U
103067,Personal Loan,9600,48,12.28,Home Improvement,0.0,Online,1080,W
103068,Credit Card,13000,0,17.46,Revolving Credit,0.0,Branch,1043,Y
103069,Personal Loan,17300,60,11.6,Home Improvement,0.0,Branch,1005,R
103070,Personal Loan,12500,12,10.93,Debt Consolidation,0.0,Branch,1077,A
103071,Credit Card,11300,0,17.2,Revolving Credit,0.0,Online,1079,X
103072,Mortgage,265600,360,6.04,Refinance,0.714,Online,1002,B
103073,Personal Loan,26400,60,12.13,Debt Consolidation,0.0,Online,1041,G
103074,Personal Loan,10000,36,10.59,Debt Consolidation,0.0,Online,1053,A
103075,Personal Loan,18100,24,11.74,Other,0.0,Direct Mail,1049,K
103076,Credit Card,2500,0,18.68,Revolving Credit,0.0,Branch,1040,R
103077,Mortgage,134600,360,4.67,Home Purchase,0.941,Online,1067,Z
103078,Personal Loan,19000,24,11.84,Home Improvement,0.0,Branch,1004,S
103079,Personal Loan,4800,36,8.44,Debt Consolidation,0.0,Online,1001,H
103080,Credit Card,6900,0,17.93,Revolving Credit,0.0,Broker,998,H
103081,Mortgage,309300,360,4.11,Refinance,0.88,Online,1084,F
103082,Credit Card,2000,0,17.46,Revolving Credit,0.0,Online,1042,J
103083,Credit Card,15700,0,17.5,Revolving Credit,0.0,Online,1045,O
103084,Personal Loan,33000,60,11.9,Debt Consolidation,0.0,Branch,1098,N
103085,Mortgage,318200,360,7.32,Refinance,0.874,Online,998,I
103086,Credit Card,5400,0,17.74,Revolving Credit,0.0,Broker,1042,F
103087,Personal Loan,8900,48,11.58,Medical,0.0,Online,996,D
103088,Credit Card,10500,0,18.43,Revolving Credit,0.0,Online,1044,L
103089,Home Loan,216900,360,5.09,Home Purchase,0.748,Online,1069,U
103090,Personal Loan,14600,36,11.55,Major Purchase,0.0,Branch,1072,J
103091,Personal Loan,4600,24,10.49,Debt Consolidation,0.0,Branch,1079,L
103092,Personal Loan,19400,48,14.22,Home Improvement,0.0,Broker,1079,B
103093,Credit Card,5900,0,18.38,Revolving Credit,0.0,Branch,1010,Z
103094,Personal Loan,11800,48,11.02,Medical,0.0,Online,999,V
103095,Mortgage,429100,360,4.83,Home Purchase,0.815,Online,1087,Q
103096,Personal Loan,15700,48,11.47,Home Improvement,0.0,Broker,1084,C
103097,Credit Card,3800,0,17.36,Revolving Credit,0.0,Broker,1002,D
103098,Credit Card,5000,0,14.66,Revolving Credit,0.0,Branch,1050,R
103099,Credit Card,5800,0,20.25,Revolving Credit,0.0,Broker,1078,Q
103100,Personal Loan,6500,48,11.75,Home Improvement,0.0,Online,1041,D
103101,Credit Card,3300,0,17.6,Revolving Credit,0.0,Branch,1040,G
103102,Personal Loan,21700,36,11.94,Medical,0.0,Online,1095,X
103103,Mortgage,629600,360,6.69,Refinance,0.718,Online,1094,N
103104,Personal Loan,6600,36,11.93,Home Improvement,0.0,Online,1016,J
103105,Personal Loan,1200,36,9.71,Home Improvement,0.0,Broker,1083,B
103106,Personal Loan,15700,48,11.35,Debt Consolidation,0.0,Branch,1083,D
103107,Home Loan,193100,180,6.63,Home Purchase,0.66,Online,1000,N
103108,Home Loan,207100,360,5.28,Refinance,0.787,Online,1041,W
103109,Home Loan,253800,360,6.35,Home Purchase,0.905,Online,1003,H
103110,Personal Loan,31000,36,12.84,Debt Consolidation,0.0,Branch,1087,R
103111,Mortgage,214100,360,6.66,Home Purchase,0.875,Online,1095,I
103112,Mortgage,250600,360,6.39,Refinance,0.818,Online,1080,G
103113,Home Loan,186000,180,3.59,Home Purchase,0.641,Broker,1039,R
103114,Mortgage,225200,360,5.98,Home Purchase,0.795,Online,1067,Q
103115,Mortgage,270000,360,5.64,Refinance,0.848,Branch,1052,J
103116,Home Loan,410800,360,7.48,Refinance,0.644,Online,1045,F
103117,Home Loan,228800,360,6.63,Refinance,0.777,Online,996,T
103118,Home Loan,356500,360,5.36,Refinance,0.842,Branch,1082,Q
103119,Personal Loan,1400,36,9.23,Other,0.0,Branch,1081,H
103120,Personal Loan,31900,36,13.96,Home Improvement,0.0,Online,1042,Y
103121,Mortgage,455100,360,6.13,Home Purchase,0.831,Online,1092,X
103122,Credit Card,13700,0,19.75,Revolving Credit,0.0,Broker,1005,U
103123,Personal Loan,12100,48,11.88,Debt Consolidation,0.0,Online,1045,U
103124,Home Loan,381700,360,6.29,Home Purchase,0.966,Branch,1056,C
103125,Mortgage,299300,360,10.09,Home Purchase,0.622,Branch,1048,U
103126,Credit Card,14800,0,17.44,Revolving Credit,0.0,Direct Mail,1081,H
103127,Mortgage,380900,180,7.41,Home Purchase,0.87,Broker,1012,Y
103128,Personal Loan,1400,48,11.08,Medical,0.0,Online,1081,Q
103129,Credit Card,3100,0,17.57,Revolving Credit,0.0,Branch,1065,P
103130,Home Loan,292100,180,7.7,Refinance,0.806,Branch,1045,K
103131,Personal Loan,22000,36,12.44,Home Improvement,0.0,Branch,1054,J
103132,Personal Loan,9200,36,12.65,Major Purchase,0.0,Online,1015,E
103133,Credit Card,4900,0,18.84,Revolving Credit,0.0,Branch,1080,W
103134,Personal Loan,40000,48,13.55,Major Purchase,0.0,Direct Mail,1005,B
103135,Mortgage,356000,360,6.62,Home Purchase,0.803,Branch,1037,C
103136,Personal Loan,10800,36,12.52,Major Purchase,0.0,Broker,1011,I
103137,Credit Card,2900,0,17.86,Revolving Credit,0.0,Online,1016,E
103138,Home Loan,106000,360,6.63,Home Purchase,0.802,Broker,1054,X
103139,Mortgage,454400,360,6.69,Refinance,0.871,Online,1044,Y
103140,Personal Loan,22300,36,13.16,Debt Consolidation,0.0,Branch,1066,I
103141,Home Loan,236200,360,6.53,Home Purchase,0.744,Branch,1090,P
103142,Mortgage,384700,180,6.62,Home Purchase,0.739,Online,1044,W
103143,Mortgage,476100,360,5.95,Refinance,0.787,Broker,1049,G
103144,Personal Loan,22400,24,10.37,Home Improvement,0.0,Online,1049,T
103145,Home Loan,52300,360,7.21,Home Purchase,0.836,Online,1005,S
103146,Personal Loan,23300,60,11.48,Home Improvement,0.0,Online,1000,W
103147,Personal Loan,8500,36,11.42,Major Purchase,0.0,Online,1045,H
